embedding_row,domain,domain_code,image_path,predicted_index,confidence,embedding_norm,PC1,PC2
706,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ca5daff3-da8c-404a-b51a-02612ca741e4___GHLB2 Leaf 8722.JPG,2,0.9999981,27.088339,2.8643677,-23.611431
707,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cb11b3a4-a1f5-43a2-a7ff-399d7674b708___GHLB_PS Leaf 2.2 Day 18.jpg,2,0.99999917,27.09354,2.9329662,-23.91
708,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cbba9493-51c1-4cad-b194-0ca6ac3a3059___RS_Late.B 6773.JPG,2,0.9999982,26.78085,2.3909326,-23.366264
709,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cc182d88-d09a-4caa-948a-91db3007290a___GHLB_PS Leaf 2.1 Day 7.jpg,2,0.9999982,26.788664,3.1890037,-23.268553
710,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cc822a81-2140-421a-957c-e4ccfa2c0ba5___RS_Late.B 5357.JPG,2,0.99999833,26.718128,2.4722953,-23.209131
711,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ce90a66b-6d07-4fc1-89bd-af0de0c5dee1___GHLB2 Leaf 108.JPG,2,0.9999988,27.010754,2.6338394,-22.848633
712,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ceec7525-b67e-43fc-8967-77d57133afba___RS_Late.B 5586.JPG,2,0.99999607,26.367624,1.4620835,-22.557043
713,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cf724383-bfe7-454a-9f22-bb59072d56ae___RS_Late.B 5442.JPG,2,0.9999969,27.515627,0.8406614,-24.222185
714,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d28832cb-6291-40c8-b48e-c6019c1eb6a5___RS_Late.B 6437.JPG,2,0.99999845,26.34279,3.4305027,-22.489225
715,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d2ef0edd-4a4f-4245-85a8-34309ef9ef71___GHLB_PS Leaf 46.1 Day 18.jpg,2,0.9999989,26.908758,2.7064257,-23.701408
716,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d346f7f2-7cc9-43ef-bfcf-fbfd9d9db724___GHLB_PS Leaf 18 Day 8.jpg,2,0.9999796,25.418007,0.6225713,-21.07701
717,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d3d532b0-4927-4818-a12c-709ce0134435___GHLB2 Leaf 9051.JPG,2,0.99999845,27.092312,2.704349,-23.622503
718,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d491156d-bcb8-47b9-b6b9-3f1d2dc1777f___GHLB2 Leaf 8779.JPG,2,0.9999987,26.95214,2.658509,-23.865143
719,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d7052146-5be7-4d3d-a2a7-32d4277c26a2___GHLB2ES Leaf 141.JPG,2,0.99999666,27.141016,2.0389018,-22.440853
720,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d70b86ba-e117-43d6-ad51-43c67d9a2483___RS_Late.B 6347.JPG,2,0.9999987,26.912395,3.427598,-22.796951
721,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d87455f4-a924-426a-8c62-b9870b8a6d34___RS_Late.B 6024.JPG,2,0.9999988,26.852875,3.7601955,-23.144333
722,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\dbecc777-f8a4-4222-9872-051d44b19b2c___RS_Late.B 6426.JPG,2,0.9999988,27.059666,2.8154664,-23.551634
723,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\df7775b2-73f3-4708-86d5-a56e2bbb3337___RS_Late.B 5378.JPG,2,0.9999927,26.413576,3.1820793,-22.13012
724,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e1836b6b-a14d-402a-ac9f-db7d12feeec9___RS_Late.B 4924.JPG,2,0.99999833,26.68986,2.9126043,-23.26089
725,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e27901d0-1f93-4342-a8d1-6e19f234b296___GHLB2 Leaf 8916.JPG,2,0.99999905,27.276049,3.1732247,-23.479967
726,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e2acf01a-92f6-47b2-bc21-e830899f9f0b___GHLB2 Leaf 95.2.JPG,2,0.9999989,27.095222,2.9116302,-23.35871
727,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e2e89956-491c-42a0-9154-6b8ef41cd63b___GHLB2 Leaf 8689.JPG,2,0.9999988,27.144028,4.0216374,-23.37081
728,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e60c6680-9c50-4063-9eb9-6e77980afcfa___RS_Late.B 5343.JPG,2,0.999998,26.730938,2.4781308,-23.072758
729,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e7619088-871f-422e-a6e8-5c8a7da70b3e___GHLB2 Leaf 8825.JPG,2,0.9999988,27.47949,3.1355977,-23.988234
730,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e7ad9c9f-d300-4246-8e98-4e364eb4d7b6___GHLB Leaf 23.1 Day 18.JPG,2,0.9999981,26.617523,3.682714,-22.188873
731,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e82e3fd9-cc3c-4196-9bef-178576b882de___RS_Late.B 6316.JPG,2,0.999998,27.073055,3.774016,-23.13864
732,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e980207c-6e67-4caf-8973-7128ca2a1c12___GHLB2 Leaf 8876.JPG,2,0.9999988,27.109056,3.660702,-23.22654
733,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ebe561c5-4d97-4008-a998-a7c02ed6d3d3___GHLB2 Leaf 87.JPG,2,0.9999988,27.268541,2.8312726,-23.456951
734,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ecacf5db-abcf-408c-b41a-93e339fbfc0c___RS_Late.B 6405.JPG,2,0.9999987,26.847748,3.1902206,-22.767187
735,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ed70dd6e-db68-4cf5-95b6-e25c67be113f___RS_Late.B 4966.JPG,2,0.9999987,26.40146,2.6722045,-22.961575
736,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\edab4e30-5e08-4bf9-92eb-695d4472add6___RS_Late.B 5582.JPG,2,0.99999833,26.796383,2.2896645,-22.9006
737,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\edaeb655-f663-4be5-900a-17255d65c997___GHLB2 Leaf 8768.JPG,2,0.99999905,27.667461,3.509552,-24.205746
738,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\eedd252b-1d20-4cc8-94ca-b8800334996c___GHLB2 Leaf 8667.JPG,2,0.9999987,27.139137,2.9807653,-23.467531
739,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f0ac2b25-fb74-43f7-9ca6-52bb05dd2ec2___RS_Late.B 6545.JPG,2,0.9999988,27.11182,2.5082421,-23.568563
740,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f1604e72-b6ee-4b8b-81fa-cf3acc501e17___GHLB2 Leaf 8752.JPG,2,0.9999988,26.907223,2.936487,-22.86802
741,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f2581062-48ef-4957-bab3-9beb606ff3ef___RS_Late.B 6291.JPG,2,0.99999905,26.890474,2.6096456,-23.41425
742,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f2c089b3-34a5-4300-848f-a0d6eebcb756___RS_Late.B 5174.JPG,2,0.9999989,27.367256,2.310789,-23.955894
743,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f336431f-8e79-4ff6-9afd-03bacf1bfaf2___RS_Late.B 5521.JPG,2,0.9999975,26.54993,2.4012315,-23.022236
744,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f401bc9a-3136-40cd-8a6b-99308e7de798___RS_Late.B 5004.JPG,2,0.9999987,26.757761,2.466461,-23.134607
745,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f5538cfb-7556-4f4d-a680-6a15cc6283ab___RS_Late.B 4962.JPG,2,0.9999982,26.53394,2.4742916,-22.837767
746,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f7d235fa-e0ef-4475-88d2-3bfa79f1ab6f___RS_Late.B 7059.JPG,2,0.9999964,26.160072,1.9546393,-22.081594
747,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f8024ad7-ded1-42aa-ab6d-139f7069d10e___RS_Late.B 7157.JPG,2,0.99999833,26.855831,2.7046747,-22.903355
748,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f84a91cc-ad11-409e-9115-1af741e5726d___RS_Late.B 5166.JPG,2,0.9999989,27.577257,2.386009,-24.186773
749,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f8e2f06c-ffc4-426b-a7ad-300f6472fdcc___RS_Late.B 5238.JPG,2,0.999997,27.243694,2.4625106,-23.897995
750,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\fa4ec25a-250d-4eb3-ba0d-9d1c51eb3995___GHLB2 Leaf 8990.JPG,2,0.9999989,26.59371,2.5507917,-23.275469
751,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\fa524c8c-e08d-43ee-9f33-3bd2bf9b09f5___GHLB2 Leaf 8686.JPG,2,0.9999989,27.55839,3.5625591,-23.333038
752,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\fabaa5c5-3180-49b7-b538-d1a31316afd8___GHLB2 Leaf 121.4.JPG,2,0.9999988,27.317545,2.1834595,-23.557716
753,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\fdbc3a0b-5da5-452d-a6e4-b5a5e6dc396a___GHLB2 Leaf 8575.JPG,2,0.9999988,27.372393,2.4444287,-23.635405
754,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\0425e1f8-950e-4f8f-a8cc-66809d61ef54___Crnl_L.Mold 6783.JPG,3,0.99999917,26.855637,8.440988,6.1936264
755,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\0443d006-9d75-4d46-9312-941f21e3791d___Crnl_L.Mold 9139.JPG,3,0.9999994,26.613297,9.714625,5.8269563
756,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\05205449-e0d0-4d2f-a2fb-6f1fc0e2e9c5___Crnl_L.Mold 8717.JPG,3,0.9999993,27.029678,9.305925,7.259402
757,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\05bbff69-adad-4e16-8fad-c265be82e25a___Crnl_L.Mold 6929.JPG,3,0.9999995,26.7811,10.423757,5.890606
758,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\077218cb-00b9-4bdf-b091-108a42c7a601___Crnl_L.Mold 7118.JPG,3,0.9999995,26.786291,10.33867,5.8487344
759,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\0857ce1f-5347-493a-acd9-77b698950b45___Crnl_L.Mold 6748.JPG,3,0.9999994,26.86727,9.915567,5.9156227
760,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\0ae36892-5cb1-476e-8a51-b7fd8183a535___Crnl_L.Mold 6728.JPG,3,0.9999993,26.70556,9.910134,5.079866
761,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\0ddf82ad-9004-4913-ac9c-d00333d7c858___Crnl_L.Mold 7089.JPG,3,0.9999994,26.365236,10.514704,5.2130384
762,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\119da3be-8512-492e-ac10-66bee5e73a5c___Crnl_L.Mold 8770.JPG,3,0.99999917,26.71067,9.805862,6.4059315
763,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\12319ec3-c990-4c68-8683-244f1f220c09___Crnl_L.Mold 9146.JPG,3,0.9999995,26.916676,10.281175,6.333283
764,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\13611825-494e-4068-8be4-68de001adbf8___Crnl_L.Mold 6965.JPG,3,0.9999994,26.530186,9.707791,5.528076
765,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\158d72b9-7f14-4466-9b20-13909636294f___Crnl_L.Mold 8829.JPG,3,0.9999995,27.008307,9.692361,6.9711065
766,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\19a5dad8-125e-4765-98d9-0164586fa807___Crnl_L.Mold 6590.JPG,3,0.9999995,26.619667,10.035814,5.1596823
767,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\1b561161-1e63-4de0-889a-9c7b13487e18___Crnl_L.Mold 6596.JPG,3,0.99999905,26.761414,9.944122,5.9771943
768,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\1c03ffcb-9476-453c-96be-5bd1f629b2d1___Crnl_L.Mold 8853.JPG,3,0.9999993,26.760168,9.852049,6.740432
769,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\1f5c3b37-5590-4db7-a702-0cd93db0c929___Crnl_L.Mold 6930.JPG,3,0.9999995,26.65302,10.096303,5.501467
770,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\201ada31-7b91-42c1-a245-4d37df0b2c52___Crnl_L.Mold 8742.JPG,3,0.99999917,27.130966,10.27209,6.9605603
771,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2151777c-9cd4-41b0-b6ae-c761c0dd1801___Crnl_L.Mold 8623.JPG,3,0.9999995,27.13096,10.190277,6.4723783
772,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\240a5b33-6071-4129-b017-1c7bba52a690___Crnl_L.Mold 6991.JPG,3,0.9999995,26.748232,10.154969,5.6468806
773,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\27c4fc3e-760a-4d3c-8552-bb5ca4eab3d8___Crnl_L.Mold 6781.JPG,3,0.99999905,26.498667,8.241084,5.31939
774,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\28fc4b35-8b20-4bd0-8e41-c1ef7093ff33___Crnl_L.Mold 6755.JPG,3,0.9999995,26.990423,10.202974,6.0012555
775,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\29059c14-7b1c-4e06-8c40-2fc73f28ffe6___Crnl_L.Mold 6927.JPG,3,0.9999995,26.715153,9.998074,5.749028
776,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2b727376-492d-47dd-983a-c8f9c7ab386a___Crnl_L.Mold 6556.JPG,3,0.9999944,24.960272,5.1065726,5.933813
777,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2b8e612f-7448-44f7-899c-95b3c8291824___Crnl_L.Mold 6671.JPG,3,0.99999297,25.60931,6.88783,4.541337
778,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2ba2d560-919c-48cd-8f98-c4caf8fc37e7___Crnl_L.Mold 8994.JPG,3,0.9999995,26.81799,10.196174,6.470287
779,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2cd79cec-d3fd-48a0-a747-186659750725___Crnl_L.Mold 6972.JPG,3,0.9999994,26.42563,9.935727,5.5125294
780,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2e84cbfc-af2c-4c2b-9273-8427546a5383___Crnl_L.Mold 8692.JPG,3,0.9999995,26.80905,10.2871475,6.247651
781,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\2f195926-6d02-4c40-bf4a-ba3a123fe66e___Crnl_L.Mold 9130.JPG,3,0.9999995,26.959078,9.907157,6.319886
782,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\32245a13-92fe-48bf-85c8-938819a057ee___Crnl_L.Mold 8643.JPG,3,0.9999994,26.876743,10.109544,6.605379
783,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\355b3ad0-1d3b-49ea-80c8-3254a06a660c___Crnl_L.Mold 8968.JPG,3,0.9999995,26.614798,9.710715,5.7298384
784,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\35f38d23-ae26-4feb-a076-6fd6571db043___Crnl_L.Mold 6814.JPG,3,0.9999994,26.76979,9.594425,5.9213395
785,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\44400a5b-bbc1-4298-bf1a-d104eea5cda8___Crnl_L.Mold 6718.JPG,3,0.9999994,26.581896,9.561086,5.2689676
786,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\454b480b-2ac5-4992-bc5e-5ac95311214c___Crnl_L.Mold 6544.JPG,3,0.9999994,27.053616,8.734755,6.374195
787,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\460faa12-8c7a-458b-a6a1-90c71cc73fad___Crnl_L.Mold 9102.JPG,3,0.9999995,26.492939,10.121758,5.336027
788,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\47368e87-9afe-4943-8929-e5e8a652bf60___Crnl_L.Mold 8950.JPG,3,0.99999964,26.898636,10.186813,5.738591
789,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\48f87aed-cace-4b4f-bc57-1b6b2a6c1e9b___Crnl_L.Mold 6810.JPG,3,0.9999995,26.646776,9.188728,5.688401
790,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\4cfebe0b-f6de-4114-b76c-57a06e3db769___Crnl_L.Mold 9085.JPG,3,0.99999547,25.783573,10.124567,5.633049
791,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\4fd9ee11-86f0-4fc5-bec6-3df06ac53386___Crnl_L.Mold 7028.JPG,3,0.9999995,26.754581,10.505058,5.690659
792,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\544d95c7-34a8-442b-8471-3071612ec4ae___Crnl_L.Mold 8881.JPG,3,0.9999993,26.84632,10.335713,6.9417057
793,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\54ad9e10-f37e-40af-89ab-43ec8bcfbb55___Crnl_L.Mold 9057.JPG,3,0.9999995,26.640968,10.467347,5.852446
794,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\55cc7d97-c88a-4053-8691-288e94bf96b0___Crnl_L.Mold 9182.JPG,3,0.9999995,26.494198,10.103688,6.06709
795,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\561e6144-f53b-477e-96ef-88deff234bc6___Crnl_L.Mold 6855.JPG,3,0.9999989,26.097794,6.079716,5.7070217
796,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\58716bd0-de1b-480d-9381-af08e2f13813___Crnl_L.Mold 6732.JPG,3,0.9999995,26.862753,10.0842,5.8991632
797,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\58fb4710-c0a7-4a76-8667-07fbe66bfac9___Crnl_L.Mold 6568.JPG,3,0.9999994,26.764093,9.199545,6.3064027
798,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\59ad7ddc-9db9-4a9f-b067-e190e0a494e7___Crnl_L.Mold 6566.JPG,3,0.99999917,26.714893,9.097373,6.182903
799,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\5fc8babb-214b-459a-9440-898cedeb4944___Crnl_L.Mold 8667.JPG,3,0.9999994,26.955137,10.231799,6.165669
800,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\6337ca93-b6c5-439e-964b-9ad0b984c227___Crnl_L.Mold 6642.JPG,3,0.9999995,26.956915,10.608875,5.9776564
801,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\6685d4bb-ddc5-40b3-b7cf-e4b71a713e31___Crnl_L.Mold 7019.JPG,3,0.9999993,26.441523,10.447881,4.0492215
802,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\67001860-5fda-495c-b2fb-a036f21448f8___Crnl_L.Mold 8838.JPG,3,0.9999994,26.98909,9.600571,6.6630335
803,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\6a72d24d-5705-4647-8a8c-77d2f268c08a___Crnl_L.Mold 8708.JPG,3,0.9999994,26.87375,9.932612,6.5281787
804,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\6ad9e92c-8dff-450a-b289-5408ee37c014___Crnl_L.Mold 6953.JPG,3,0.9999994,26.315699,9.898025,5.6706133
805,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\6e2b61bf-f35d-4e8a-a64c-c3cfed5db42e___Crnl_L.Mold 9008.JPG,3,0.9999995,26.83884,9.873417,6.5901833
806,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\7011fa6f-fba9-466e-a6d1-439370a4a37b___Crnl_L.Mold 6588.JPG,3,0.9999994,26.525398,9.59119,6.130706
807,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\705249ab-9023-4025-8f6c-9ed74b1b69d9___Crnl_L.Mold 7014.JPG,3,0.9999994,26.632862,10.113342,5.4036875
808,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\705e1448-cb1b-4047-802a-a0deb547bc2e___Crnl_L.Mold 8670.JPG,3,0.9999995,26.957905,10.140769,6.6554775
809,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\738b2359-39ac-465b-8d8e-43dc842a280e___Crnl_L.Mold 6535.JPG,3,0.9999993,26.59596,10.270239,5.995084
810,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\75b10923-dfb7-4b29-b12f-7e76fc069f51___Crnl_L.Mold 6674.JPG,3,0.99998283,25.68497,8.996609,1.5936157
811,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\76b3aadb-a6e5-465d-809b-0aa4d60a1f83___Crnl_L.Mold 6680.JPG,3,0.9999993,26.740025,8.932017,6.046268
812,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\770f7e1c-99a6-4441-9281-015935d290ef___Crnl_L.Mold 6937.JPG,3,0.9999995,26.643845,10.408395,5.705103
813,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\774d3b86-63a3-46a7-9355-9aa512d70e19___Crnl_L.Mold 8914.JPG,3,0.99999905,26.811937,10.782842,6.4042816
814,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\791aae0d-94d2-4d06-b696-6ffd297f2ccb___Crnl_L.Mold 8888.JPG,3,0.99999917,26.932764,10.72071,7.1007776
815,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\7aec2458-4ab2-4525-9f08-91e3269c7420___Crnl_L.Mold 6845.JPG,3,0.9999995,26.943966,9.460837,6.1839976
816,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\7e0c6168-99d7-4b8f-84fa-045b4bb798c5___Crnl_L.Mold 6830.JPG,3,0.9999988,27.205648,10.56225,6.697881
817,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\80b652e5-7f1f-4806-8d9d-550ce54891ce___Crnl_L.Mold 7090.JPG,3,0.9999995,26.674955,10.174184,5.897086
818,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\81a0a46e-f862-4a63-8304-e2c537ca8fb2___Crnl_L.Mold 6824.JPG,3,0.9999993,27.057587,10.080149,6.801485
819,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\82567342-f689-4e61-ac38-b25db55bb684___Crnl_L.Mold 7128.JPG,3,0.9999958,25.30795,11.562162,4.0767837
820,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\87c76d05-d959-4fe6-ba9e-a874c88f9a09___Crnl_L.Mold 6906.JPG,3,0.99999917,25.945915,10.589346,4.667256
821,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\88223ca6-7af3-4a52-9784-5eefeeadf18f___Crnl_L.Mold 8821.JPG,3,0.9999995,26.909388,10.006493,6.513736
822,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\8b5d979a-f03e-4f79-b638-f5222b904a1c___Crnl_L.Mold 6727.JPG,3,0.9999994,26.788118,9.596449,5.2767797
823,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\8c12b984-d1be-4c9c-9fd8-cd032434f543___Crnl_L.Mold 8911.JPG,3,0.9999994,26.994633,10.735638,6.7157207
824,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\8d6e2d0b-672d-4737-8973-17a9f31517a8___Crnl_L.Mold 7070.JPG,3,0.99999917,26.362083,10.833318,6.203611
