embedding_row,domain,domain_code,image_path,predicted_index,confidence,embedding_norm
498,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\1f38a263-cfb5-47fe-8c0e-f8d62141f922___GHLB_PS leaf 28 Day 12 .jpg,2,0.99999857,26.923756
499,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\1f73406a-14e8-4be2-8450-9379d4f9b2b5___GHLB2 Leaf 9062.JPG,2,0.9999988,26.568058
500,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\1fa37cd4-066e-4deb-ab99-5fa8dcc4481c___RS_Late.B 5454.JPG,2,0.9999958,26.735518
501,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\207dbe65-2d3b-4820-ab49-2a1db65f9bec___RS_Late.B 5485.JPG,2,0.99999905,27.178534
502,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\20ab7535-34d8-4bac-b3a7-4fa929a1bed3___GHLB2 Leaf 59.1.JPG,2,0.99966526,25.389957
503,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\215565cf-2897-40f6-97b3-3dd63045242f___GHLB2 Leaf 8800.JPG,2,0.99999905,27.276438
504,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2159d0f7-09ef-46ad-ad49-749e8ce1becc___GHLB2 Leaf 8836.JPG,2,0.999997,26.688694
505,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2248836f-550a-4183-a2d8-5ff5f87e1800___GHLB2 Leaf 8810.JPG,2,0.99999905,27.440243
506,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\22c36fa3-849f-4918-8790-99a8bda1e527___RS_Late.B 5987.JPG,2,0.9999988,26.972025
507,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\239111ba-7348-4075-bacb-e206d440ecc8___RS_Late.B 5389.JPG,2,0.9999962,27.134235
508,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\23c5c930-6830-46c6-8353-616c0b34ae12___RS_Late.B 4947.JPG,2,0.9999981,26.53188
509,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\24364b4f-3f9f-4166-860d-34a938d3d630___RS_Late.B 4986.JPG,2,0.9999981,26.468685
510,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\24584c68-d48b-4023-86e9-5915aeb6bc0f___RS_Late.B 4928.JPG,2,0.999997,26.045797
511,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\246cb5c4-d52f-4ba4-a77c-915f5a5c7d2b___GHLB2 Leaf 85.2.JPG,2,0.9999989,27.072601
512,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2482cadb-d097-4091-8b10-099abca71a72___RS_Late.B 5078.JPG,2,0.9999975,26.438604
513,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,2,0.9999982,26.921957
514,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\26480c44-e0f2-4ab7-a6a9-919d532ecfd5___RS_Late.B 5037.JPG,2,0.9999987,26.626753
515,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\26a317de-3882-41ca-a83d-5f1f106b9a85___RS_Late.B 4967.JPG,2,0.999998,26.791193
516,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\26a758e3-7804-4240-b1da-b6b6691355ca___RS_Late.B 4951.JPG,2,0.99999833,26.57054
517,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\27dd7c54-809f-445e-97a5-ba0792d4592b___RS_Late.B 6371.JPG,2,0.9999988,26.738192
518,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\27ffa018-265a-4ae7-9c3d-66586f28f342___GHLB2 Leaf 9044.JPG,2,0.99999833,27.425436
519,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\288f203e-7996-4290-afa7-f95c0c30506a___RS_Late.B 5562.JPG,2,0.9999956,26.136982
520,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\28d8dd2a-d5d1-427c-8c58-383af4a8b2d1___GHLB2 Leaf 9041.JPG,2,0.99999857,26.818645
521,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2a295211-a73b-4460-95c5-81842743518f___RS_Late.B 5116.JPG,2,0.9999981,26.60932
522,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2a49b85e-6b7a-4a55-82c3-f596ed09f82d___GHLB2 Leaf 133.1.JPG,2,0.99999607,27.082413
523,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2a7cceba-5a33-418a-9718-ccd99ba6c4d1___RS_Late.B 6868.JPG,2,0.9999939,26.947023
524,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2c2326e9-eb07-45c1-8296-116df4108c03___RS_Late.B 4834.JPG,2,0.9999989,27.332926
525,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2ccd5383-74a3-41d5-9483-110a20ebf247___RS_Late.B 5329.JPG,2,0.9999975,26.588957
526,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2d583f2c-3e59-4c4c-be45-5f367a38af95___GHLB2 Leaf 8724.JPG,2,0.9999987,26.789568
527,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\2fd3c2fb-ebd9-48f3-810a-8e365c0db1e2___RS_Late.B 5347.JPG,2,0.99999785,25.898964
528,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\302da4a0-3b99-46ad-80f6-16ae585abf24___GHLB_PS Leaf 2.1 Day 18.jpg,2,0.99999917,26.974106
529,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\3152f2ab-94e6-4e06-8fb9-568c45d31b0b___RS_Late.B 6175.JPG,2,0.9999889,26.338758
530,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\335be291-a0f7-4b25-aa7c-99af0b073dc9___GHLB2 Leaf 8640.JPG,2,0.9999989,27.342587
531,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\345e34f9-1a77-4d5f-bd62-aa41f648e41d___GHLB2 Leaf 8930.JPG,2,0.9999993,27.646793
532,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\34bd18fa-d898-40d4-83ed-665caabed7d0___RS_Late.B 5113.JPG,2,0.999997,25.905672
533,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\35a4883c-bef7-4465-b136-a7465a0752de___RS_Late.B 5054.JPG,2,0.9999988,26.822666
534,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\37f580bd-7070-4cb0-b4ab-53b78ffc96ae___RS_Late.B 7109.JPG,2,0.9999987,26.765976
535,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\385e730c-e1f9-4f46-b8b0-42bfa13866d7___RS_Late.B 4965.JPG,2,0.99999833,26.735275
536,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\3afd2f69-8335-4cb1-842c-1f95bb98f07e___RS_Late.B 6502.JPG,2,0.9999988,26.971931
537,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\3be006f1-7062-47da-a375-8fb7fedb77c0___RS_Late.B 6229.JPG,2,0.9999987,26.78402
538,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\3f36ff41-3817-497b-95c9-7f79819925e7___RS_Late.B 6314.JPG,2,0.9999974,26.4255
539,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\3f389ac5-10ee-4623-98f2-76b0b479cf3e___RS_Late.B 6785.JPG,2,0.9999975,26.586687
540,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\40161a9a-7473-4496-9267-99a451276868___RS_Late.B 5021.JPG,2,0.9999982,27.098104
541,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\40bca58c-a09e-429b-a0b3-03fce3ea88e5___GHLB2 Leaf 9113.JPG,2,0.9999988,27.065798
542,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\413f7280-43ce-4f09-983c-8266588a6e67___RS_Late.B 7088.JPG,2,0.9999981,26.587744
543,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\41c1d7a7-5d90-4b0a-bd41-565393d422c5___GHLB2 Leaf 108.1.JPG,2,0.9999989,26.719067
544,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\434242f4-5988-41b8-9ab3-375b76b31766___RS_Late.B 6497.JPG,2,0.9999989,27.13917
545,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4378c0ca-ff9f-48f4-8311-e716e89b1a99___RS_Late.B 5087.JPG,2,0.999998,26.613953
546,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4435bd64-52a2-46cf-a319-a13a28571b03___GHLB2 Leaf 157.2.JPG,2,0.9999989,27.059246
547,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4462526f-af54-4342-8f7d-56f5a6052e9b___GHLB2 Leaf 111.1.JPG,2,0.99999857,27.799166
548,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\449c9233-a3bb-4743-874b-f5d092d652b9___GHLB2 Leaf 8975.JPG,2,0.99999905,27.192556
549,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\44e96c62-48e6-454c-bab5-c34569deb2a5___RS_Late.B 5162.JPG,2,0.9999989,27.22116
550,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\44f72a0c-3313-44bd-acdb-905ae5944a57___GHLB2 Leaf 8880.JPG,2,0.9999987,26.953451
551,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\46c6a276-b915-46d0-9a28-5655645c2d8b___RS_Late.B 7115.JPG,2,0.99999833,26.895403
552,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\48246fa8-29ce-4ae2-abc3-586440295cf0___RS_Late.B 5459.JPG,2,0.99999833,26.460634
553,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\48f00178-13a0-4565-b09d-57944fe67472___RS_Late.B 5081.JPG,2,0.9999969,26.57811
554,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\491a9294-8f46-4563-9787-6b8b68a9c050___RS_Late.B 6591.JPG,2,0.9999982,26.610523
555,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\49d0531e-3d55-47b6-a4ed-2d87bd23bbcf___RS_Late.B 5457.JPG,2,0.99999774,26.876097
556,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4a5a39d1-e05e-4ec2-acf7-3987cd04a71e___RS_Late.B 6547.JPG,2,0.9999988,26.844166
557,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4ae26730-1f0b-4f49-aad5-774f0ed4df35___GHLB2 Leaf 8621.JPG,2,0.9999993,27.600473
558,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4b115bc3-911c-4e98-b948-a6a360f06a87___GHLB_PS Leaf 25 Day 9.jpg,2,0.9999989,26.845974
559,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4c27ed2d-96c2-4f8f-ac68-d699bc665cec___GHLB2 Leaf 8954.JPG,2,0.9999988,26.757326
560,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4ceb4156-66d9-4405-9472-82a35f0fa245___GHLB2 Leaf 8662.JPG,2,0.999998,27.160238
561,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4d6314e5-b280-4872-8eb6-cf4632934ae3___GHLB2 Leaf 81.JPG,2,0.99999845,26.53499
562,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4f52cae6-d6f1-4557-987a-eb9318dc574f___RS_Late.B 6439.JPG,2,0.99999774,25.9418
563,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4fa3fe36-2c59-4860-be94-508954283149___RS_Late.B 5495.JPG,2,0.99999857,26.820948
564,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\50d87798-e696-4845-89d8-13de30ebbdcd___GHLB2 Leaf 8818.JPG,2,0.99999905,27.053257
565,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\541b1d99-c630-4730-861f-a8ef53615709___GHLB2 Leaf 8857.JPG,2,0.99999857,26.777802
566,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\54ead8ea-8e27-4c67-b683-7420d5c6ae3e___RS_Late.B 6061.JPG,2,0.9999987,27.19465
567,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5735bc4e-7a49-4a84-85f6-de312603c7f5___GHLB2 Leaf 8668.JPG,2,0.9999982,26.98973
568,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\573be558-1fa3-4889-88d6-4c733f4c79d6___GHLB2 Leaf 8598.JPG,2,0.9999989,27.199501
569,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\57c53f65-3137-41d3-9bf7-7ac867f3efe8___RS_Late.B 6255.JPG,2,0.99999905,26.73641
570,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\57e8eac3-bf54-463c-a3d7-6ef04ae0a8dc___GHLB2 Leaf 124.3.JPG,2,0.99999857,27.089878
571,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\58465768-148b-40c6-8534-e695e9c517d5___GHLB2 Leaf 95.1.JPG,2,0.9999987,27.017284
572,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5916c8e5-c9d2-4bc5-b5e7-8812caf890aa___GHLB_PS Leaf 29 Day 12.jpg,2,0.99999833,26.742788
573,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5a4428ec-59da-40e5-823c-2e5bbb2a1fb6___RS_Late.B 5461.JPG,2,0.99999714,26.543327
574,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5aac391c-87ed-44cd-84f0-a7bf235003fd___RS_Late.B 4842.JPG,2,0.9999851,25.264948
575,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5b4ca8b4-ed80-43c7-90ca-f9912d9fb7b6___RS_Late.B 5226.JPG,2,0.9999137,26.83378
576,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5b95aab7-c5be-42e3-afc8-c99f7c1c2c0c___GHLB2 Leaf 8658.JPG,2,0.9999988,26.779984
577,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5c6dfda8-1d4e-4ad0-92b1-5c6ffc790ea1___RS_Late.B 6223.JPG,2,0.9999989,26.728157
578,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5de5dfbd-cd1f-4e5f-a263-256abb97b05b___GHLB_PS Leaf 8.1 Day 13.jpg,2,0.99999917,27.092901
579,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5e590575-5588-422f-96a7-5e8c920fc7e2___GHLB2 Leaf 8671.JPG,2,0.99999845,26.980299
580,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5f21282c-e2ef-4c4a-ace1-b5701fe7effc___GHLB2 Leaf 8999.JPG,2,0.99999905,26.965847
581,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5f3a7632-91cb-4b5f-a36f-9e31f8daf5d5___GHLB2 Leaf 9056.JPG,2,0.99999857,27.057673
582,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\5f473bdb-1899-4877-8d8f-df2e94996d1f___RS_Late.B 6266.JPG,2,0.99999905,26.69026
583,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\62474b8c-4625-4d73-ab6a-5e1d328a9cd4___GHLB2 Leaf 9038.JPG,2,0.9999982,27.115728
584,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\62ca9559-f079-4bac-864e-9da06a4eb3a2___GHLB2 Leaf 148.1.JPG,2,0.9999989,27.168743
585,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\634c3515-80da-4144-8cc8-9b8bb29134ec___RS_Late.B 5481.JPG,2,0.9999988,27.21819
586,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\63c3c2c0-f5fc-4d89-9990-784c9229542e___RS_Late.B 5612.JPG,2,0.9999938,26.172997
587,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\64984183-009e-4dba-a25a-f769bab08080___GHLB2 Leaf 8637.JPG,2,0.9999993,27.491806
588,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\64e98151-c3bc-417e-bd40-02aac283e3c0___RS_Late.B 6678.JPG,2,0.9999988,26.863625
589,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\65773c21-d788-4c22-84b4-91257a603e74___GHLB_PS Leaf 13 Day 7.jpg,2,0.9999987,26.72595
590,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\65911337-0263-4cfa-a89d-9acf3f5eb39a___GHLB2 Leaf 8681.JPG,2,0.9999988,27.416521
591,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6599f991-2b56-4e40-b7f3-534a440d44c1___RS_Late.B 6260.JPG,2,0.99999833,27.00611
592,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\670337a4-55b1-4312-8644-3545b1fcc06f___GHLB2 Leaf 8902.JPG,2,0.9999988,27.2216
593,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\67a63018-22b8-45c5-8f71-90f7589a6ba5___GHLB2 Leaf 9032.JPG,2,0.99999857,26.505278
594,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\67b4c3a2-6d38-4db4-be3e-7655303ae13c___RS_Late.B 5051.JPG,2,0.9999989,26.671349
595,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\695709e4-d869-4003-97eb-b2de21d5d1a5___GHLB2ES Leaf 62.1.JPG,2,0.89713657,25.738571
596,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6b68a1c0-31aa-49f9-b69c-55e96bebcc8b___GHLB Leaf 8.2 Day 13.JPG,2,0.99961,25.433859
597,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6c9a2927-d29d-4cca-80d9-63ddb240ef70___RS_Late.B 5340.JPG,2,0.99999845,26.78109
598,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6dcf84e4-bfbc-467d-83d8-546c22779f6d___GHLB2 Leaf 76.1.JPG,2,0.99999917,27.00409
599,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6e594cdd-0b3f-41d2-b056-f03819790e8c___RS_Late.B 5348.JPG,2,0.99999666,26.214462
600,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6ed45835-4863-4d95-9d71-8ec0f1b26f27___GHLB2 Leaf 8834.JPG,2,0.99999905,27.5401
601,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7048f52e-7b68-43d2-81d7-a146d5a73407___GHLB2 Leaf 8708.JPG,2,0.9999989,27.248468
602,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\718abdbd-f884-4d86-aa62-96275f9b6241___RS_Late.B 6065.JPG,2,0.9999989,27.197554
603,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\72138adb-455c-4ddf-939e-00811e3fb6dd___GHLB2 Leaf 8750.JPG,2,0.9999988,27.148348
604,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\726a5ae7-e33b-4854-a872-71318ec3a493___RS_Late.B 5538.JPG,2,0.999998,26.73744
605,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\728bec30-bf7b-40f0-abb5-cf6a78d018da___GHLB2 Leaf 8817.JPG,2,0.99999917,27.270523
606,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\732a9df6-b5dd-493b-a7dc-3f3cd034e3c7___GHLB2 Leaf 8762.JPG,2,0.9999989,27.318459
607,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\73e493c6-3149-451d-b4e4-39aa10d02113___RS_Late.B 6642.JPG,2,0.99999595,25.452703
608,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\747a2385-2777-445a-b215-7a14a5c0135c___RS_Late.B 7111.JPG,2,0.9999981,26.960056
609,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\77730acc-705a-4b8f-8e3a-dc70bd348d40___GHLB_PS Leaf 32 Day 13.jpg,2,0.99999857,26.646929
610,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\781582d3-8bad-4e20-9073-e1fa1b50abba___RS_Late.B 6269.JPG,2,0.9999989,26.771957
611,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\781e93a9-2059-42de-8075-658033a6abf7___RS_Late.B 6075.JPG,2,0.9999988,27.084896
612,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7973db5e-9bc6-4573-9173-f0ef7f1d62d6___GHLB Leaf 23.4 Day 18.JPG,2,0.99999857,26.825907
613,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7a163b85-1356-4b3e-98f2-2d24b3a1adaf___RS_Late.B 6802.JPG,2,0.9999982,26.605423
614,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7a711eda-02e6-49fa-9d2c-8463330fa797___RS_Late.B 5045.JPG,2,0.9999969,26.225018
615,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7d0d5e78-87b9-4d47-9291-4a1e75fe9d97___GHLB2 Leaf 8693.JPG,2,0.9999989,27.24707
616,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7f3884a8-82eb-4db8-b5c2-cc3f6dbe0cf9___RS_Late.B 6196.JPG,2,0.9999981,26.790775
617,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7f533ee8-1d72-486e-b2a6-b5ef2ac7cc88___GHLB2 Leaf 8837.JPG,2,0.9999981,27.395313
618,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\7f790574-ac82-4a3e-9a4d-02cd7762dce2___GHLB2 Leaf 8948.JPG,2,0.9999987,27.491383
619,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\8061d6e6-8237-4ad3-9270-b6711e3819dd___GHLB2 Leaf 8539.JPG,2,0.999997,27.090937
620,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\82e462d5-14fb-4530-a8b8-c844d1cc5f43___GHLB2 Leaf 8701.JPG,2,0.9999987,27.63445
621,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\830c33b8-d419-4fb7-98f8-08387e726648___GHLB_PS Leaf 1.5 Day 16.jpg,2,0.99999917,27.151329
622,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\83abc50b-0705-4165-a9f3-e67b7ad93bf0___RS_Late.B 6170.JPG,2,0.9999989,26.769802
623,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\845735fd-cca2-4d7b-ace8-292ca8f5f940___GHLB2 Leaf 8771.JPG,2,0.9999987,27.571045
624,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\846005e7-d4ad-49e4-bfce-3aefe50b44e0___RS_Late.B 5158.JPG,2,0.99999833,27.424047
625,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\84b7d3ab-56ae-4eef-a852-7b32f3ef0160___GHLB2 Leaf 150.JPG,2,0.99999833,27.44558
626,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\85550b3b-28a6-4489-ae91-63ea771622ae___RS_Late.B 5539.JPG,2,0.999998,26.922617
627,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\86a3f3b6-660b-4711-b509-4654d0b5c2fa___RS_Late.B 5007.JPG,2,0.9999982,26.654255
628,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\88e11fb2-9752-4c08-97d6-7392fbcf8a95___RS_Late.B 6176.JPG,2,0.999998,26.222063
629,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\898fbe14-3442-44ae-9638-471ce8efcc2f___GHLB2 Leaf 117.1.JPG,2,0.99999785,26.836988
630,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\89c134ee-41f7-46b7-b4dc-4229b3b3ca08___GHLB2 Leaf 8952.JPG,2,0.9999987,27.576937
631,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\8ad4d607-b0e5-4151-9455-66e8ece55ff7___GHLB2 Leaf 8774.JPG,2,0.99999905,27.411797
632,PlantVillage Internal,0,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\8b37de5f-4c98-4880-b1a8-a921178959a9___RS_Late.B 6248.JPG,2,0.9999981,26.677694
