domain,dataset,sample_index,sample_id,image_path,relative_path,true_class_index,true_class_name,predicted_class_index,predicted_class_name,confidence,correct,shared8_ground_truth,high_confidence_ge_90,very_high_confidence_ge_95,low_confidence_lt_70,cam_primary_target_index,cam_primary_target_name,generate_true_class_comparison_cam
external,PlantDoc,66,PD_EXT_0067,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_5.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_5.jpg,8,Tomato__Tomato_mosaic_virus,3,Tomato_Leaf_Mold,0.9704959392547609,False,True,True,True,False,3,Tomato_Leaf_Mold,True
external,PlantDoc,67,PD_EXT_0068,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_6.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_6.jpg,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,0.9331840872764589,False,True,True,False,False,2,Tomato_Late_blight,True
external,PlantDoc,68,PD_EXT_0069,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_7.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_7.jpg,8,Tomato__Tomato_mosaic_virus,2,Tomato_Late_blight,0.9993849992752076,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,69,PD_EXT_0070,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_8.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_8.jpg,8,Tomato__Tomato_mosaic_virus,7,Tomato__Tomato_YellowLeaf__Curl_Virus,0.6243351101875305,False,True,False,False,True,7,Tomato__Tomato_YellowLeaf__Curl_Virus,True
external,PlantDoc,70,PD_EXT_0071,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf_mosaic_virus\test_Tomato leaf mosaic virus_9.jpg,test/Tomato_leaf_mosaic_virus/test_Tomato leaf mosaic virus_9.jpg,8,Tomato__Tomato_mosaic_virus,3,Tomato_Leaf_Mold,0.6302501559257507,False,True,False,False,True,3,Tomato_Leaf_Mold,True
external,PlantDoc,71,PD_EXT_0072,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_1.jpg,test/Tomato_leaf/test_Tomato leaf_1.jpg,9,Tomato_healthy,2,Tomato_Late_blight,0.9999425411224364,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,72,PD_EXT_0073,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_2.jpg,test/Tomato_leaf/test_Tomato leaf_2.jpg,9,Tomato_healthy,2,Tomato_Late_blight,0.9962724447250366,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,73,PD_EXT_0074,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_3.jpg,test/Tomato_leaf/test_Tomato leaf_3.jpg,9,Tomato_healthy,2,Tomato_Late_blight,0.9657007455825806,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,74,PD_EXT_0075,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_4.jpg,test/Tomato_leaf/test_Tomato leaf_4.jpg,9,Tomato_healthy,2,Tomato_Late_blight,0.9999504089355468,False,True,True,True,False,2,Tomato_Late_blight,True
external,PlantDoc,75,PD_EXT_0076,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_5.jpg,test/Tomato_leaf/test_Tomato leaf_5.jpg,9,Tomato_healthy,3,Tomato_Leaf_Mold,0.8600966930389404,False,True,False,False,False,3,Tomato_Leaf_Mold,True
external,PlantDoc,76,PD_EXT_0077,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_6.jpg,test/Tomato_leaf/test_Tomato leaf_6.jpg,9,Tomato_healthy,2,Tomato_Late_blight,0.933190107345581,False,True,True,False,False,2,Tomato_Late_blight,True
external,PlantDoc,77,PD_EXT_0078,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_7.jpg,test/Tomato_leaf/test_Tomato leaf_7.jpg,9,Tomato_healthy,2,Tomato_Late_blight,0.5818392634391785,False,True,False,False,True,2,Tomato_Late_blight,True
external,PlantDoc,78,PD_EXT_0079,D:\Tomato_Disease_Research\external_dataset\PlantDoc_tomato_subset\test\Tomato_leaf\test_Tomato leaf_8.jpg,test/Tomato_leaf/test_Tomato leaf_8.jpg,9,Tomato_healthy,9,Tomato_healthy,0.9221420288085938,True,True,True,False,False,9,Tomato_healthy,False
