image_id,image_path,relative_path,class,md5_hash,phash,near_duplicate_group,split
PV_f97eb18b3b319097,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\dfca025b-a6d9-431a-977e-4bd174daa3a1___GCREC_Bact.Sp 5948.JPG,Tomato_Bacterial_spot/dfca025b-a6d9-431a-977e-4bd174daa3a1___GCREC_Bact.Sp 5948.JPG,Tomato_Bacterial_spot,f97eb18b3b319097af0c8982804c8f5a,ab64d54e923dda90,NDG_012410,train
PV_a34222ade65cc2ba,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\dfce64d1-9954-4922-8beb-2681e2e6b896___GCREC_Bact.Sp 2961.JPG,Tomato_Bacterial_spot/dfce64d1-9954-4922-8beb-2681e2e6b896___GCREC_Bact.Sp 2961.JPG,Tomato_Bacterial_spot,a34222ade65cc2baf5f702c4fa391d16,eea784599dcad214,NDG_010127,train
PV_1f805786ee92de91,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\dfdf92be-f19c-4833-a744-0ba25b3bb8bd___GCREC_Bact.Sp 3793.JPG,Tomato_Bacterial_spot/dfdf92be-f19c-4833-a744-0ba25b3bb8bd___GCREC_Bact.Sp 3793.JPG,Tomato_Bacterial_spot,1f805786ee92de91363397bc66c71c64,ffe0868d96968e88,NDG_001941,train
PV_5c0ccdaf45582e5a,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\dfe0a874-9a6c-4121-9f20-b0e7a85a5996___GCREC_Bact.Sp 5684.JPG,Tomato_Bacterial_spot/dfe0a874-9a6c-4121-9f20-b0e7a85a5996___GCREC_Bact.Sp 5684.JPG,Tomato_Bacterial_spot,5c0ccdaf45582e5a10972b72611522b8,afb0d05a816bc72d,NDG_005719,train
PV_b63650ef126caaae,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\dfe2d859-22bd-47f3-82f5-b9ea501ab897___GCREC_Bact.Sp 6331.JPG,Tomato_Bacterial_spot/dfe2d859-22bd-47f3-82f5-b9ea501ab897___GCREC_Bact.Sp 6331.JPG,Tomato_Bacterial_spot,b63650ef126caaaee9e41cb68d6866c7,f2e4c79e9c589909,NDG_011303,train
PV_eee957c7ee584ecd,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e03efa4b-3529-471a-ae38-04c31ab6fa91___GCREC_Bact.Sp 3087.JPG,Tomato_Bacterial_spot/e03efa4b-3529-471a-ae38-04c31ab6fa91___GCREC_Bact.Sp 3087.JPG,Tomato_Bacterial_spot,eee957c7ee584ecd890070737d81b75e,bab5c443d34ac16b,NDG_014864,train
PV_cdafaa58e8864d92,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e05eca68-134a-45a5-a6ed-d4b80459528f___GCREC_Bact.Sp 3420.JPG,Tomato_Bacterial_spot/e05eca68-134a-45a5-a6ed-d4b80459528f___GCREC_Bact.Sp 3420.JPG,Tomato_Bacterial_spot,cdafaa58e8864d92126cbbac393d3e01,bc70904fd325cb5a,NDG_012802,train
PV_f36fe40d5e58ef46,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e0a6cc6b-56d6-45a3-a34a-5b484212712c___UF.GRC_BS_Lab Leaf 0255.JPG,Tomato_Bacterial_spot/e0a6cc6b-56d6-45a3-a34a-5b484212712c___UF.GRC_BS_Lab Leaf 0255.JPG,Tomato_Bacterial_spot,f36fe40d5e58ef464546ae41bce8a7b1,f1994ee419c76631,NDG_015170,train
PV_e911392188052153,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e0d1e45d-0a01-4d79-8766-11d842cc7155___UF.GRC_BS_Lab Leaf 8804.JPG,Tomato_Bacterial_spot/e0d1e45d-0a01-4d79-8766-11d842cc7155___UF.GRC_BS_Lab Leaf 8804.JPG,Tomato_Bacterial_spot,e9113921880521532570a1f7e983d008,c64c2de6b15896b5,NDG_014480,train
PV_2ed4c4f5d5aecaf8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e0d9aef6-cce9-4ca0-9af6-ea44e9985cdf___GCREC_Bact.Sp 5847.JPG,Tomato_Bacterial_spot/e0d9aef6-cce9-4ca0-9af6-ea44e9985cdf___GCREC_Bact.Sp 5847.JPG,Tomato_Bacterial_spot,2ed4c4f5d5aecaf874bed6b657405813,fec6c01f87389e09,NDG_002907,train
PV_daf01a8b575aadbf,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e0f17fdb-6487-4087-8e72-de93c881ebb2___GCREC_Bact.Sp 5719.JPG,Tomato_Bacterial_spot/e0f17fdb-6487-4087-8e72-de93c881ebb2___GCREC_Bact.Sp 5719.JPG,Tomato_Bacterial_spot,daf01a8b575aadbff68ad38761d0318c,aeb4d2ca854b9d58,NDG_013560,train
PV_0934220ea1bfb94c,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e14b7ae8-96ff-47e0-8b35-aa7203dc49d5___GCREC_Bact.Sp 3020.JPG,Tomato_Bacterial_spot/e14b7ae8-96ff-47e0-8b35-aa7203dc49d5___GCREC_Bact.Sp 3020.JPG,Tomato_Bacterial_spot,0934220ea1bfb94cf9820cf523cfe6a3,bf10d05a83699f65,NDG_000562,train
PV_a450fb89d9971468,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e16cf895-d49f-4798-af76-1343bdd0fe56___GCREC_Bact.Sp 3025.JPG,Tomato_Bacterial_spot/e16cf895-d49f-4798-af76-1343bdd0fe56___GCREC_Bact.Sp 3025.JPG,Tomato_Bacterial_spot,a450fb89d99714680ffb650da95adb70,f6a38117967899c9,NDG_010190,train
PV_d2de586feabb95f7,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e17ce060-c563-4f08-ad38-e491d5f09688___GCREC_Bact.Sp 5661.JPG,Tomato_Bacterial_spot/e17ce060-c563-4f08-ad38-e491d5f09688___GCREC_Bact.Sp 5661.JPG,Tomato_Bacterial_spot,d2de586feabb95f7c1ffc2e3f16e9051,ee1dc16a91e432e5,NDG_013092,train
PV_1dc7e675ec1ceddd,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e18a4fc4-f116-4eef-8cca-d62a2798ac8d___GCREC_Bact.Sp 3743.JPG,Tomato_Bacterial_spot/e18a4fc4-f116-4eef-8cca-d62a2798ac8d___GCREC_Bact.Sp 3743.JPG,Tomato_Bacterial_spot,1dc7e675ec1ceddd259a1e227c8dd203,aaf3954edf08b148,NDG_001844,train
PV_35f03e9c2796fcbb,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e19aa48d-2c0f-41ac-b6e4-d648371236f3___GCREC_Bact.Sp 5545.JPG,Tomato_Bacterial_spot/e19aa48d-2c0f-41ac-b6e4-d648371236f3___GCREC_Bact.Sp 5545.JPG,Tomato_Bacterial_spot,35f03e9c2796fcbbdef66711d1dc504d,fe359219c14fc570,NDG_003343,train
PV_3fc006d67c904058,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e1a293e6-03fa-4513-b45b-94fbe2d0b748___GCREC_Bact.Sp 3833.JPG,Tomato_Bacterial_spot/e1a293e6-03fa-4513-b45b-94fbe2d0b748___GCREC_Bact.Sp 3833.JPG,Tomato_Bacterial_spot,3fc006d67c9040589841a62dc8f35ce9,fb19d178276446a6,NDG_003930,train
PV_098253ade5a26bc8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e1ee0df9-7ad3-47f4-ba57-0e243101a657___GCREC_Bact.Sp 3702.JPG,Tomato_Bacterial_spot/e1ee0df9-7ad3-47f4-ba57-0e243101a657___GCREC_Bact.Sp 3702.JPG,Tomato_Bacterial_spot,098253ade5a26bc895ae53a6fb39f316,ee31e04b966e9aa4,NDG_000584,train
PV_51f8b35f7babb948,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e277b59d-2e55-4117-92c7-93996599ef02___GCREC_Bact.Sp 3168.JPG,Tomato_Bacterial_spot/e277b59d-2e55-4117-92c7-93996599ef02___GCREC_Bact.Sp 3168.JPG,Tomato_Bacterial_spot,51f8b35f7babb9483f3e1407fb579b3a,be31d04bc36d847c,NDG_005069,train
PV_735332db15bb75c1,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e2941eab-3c1c-43a2-aa6d-5f3926da0568___GCREC_Bact.Sp 3495.JPG,Tomato_Bacterial_spot/e2941eab-3c1c-43a2-aa6d-5f3926da0568___GCREC_Bact.Sp 3495.JPG,Tomato_Bacterial_spot,735332db15bb75c11f9aa27914e53ad5,bbb0d1cb8b4b9464,NDG_007179,train
PV_88754a73c1a9db95,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e2c80b64-2520-49c4-bedc-a604355be09b___GCREC_Bact.Sp 3609.JPG,Tomato_Bacterial_spot/e2c80b64-2520-49c4-bedc-a604355be09b___GCREC_Bact.Sp 3609.JPG,Tomato_Bacterial_spot,88754a73c1a9db95ae51c2ea0da6ea6e,ad14944bc36d8bf4,NDG_008520,train
PV_9c83bef79163e1bb,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e2f66625-6241-4cd5-8302-c76cdd2e463c___GCREC_Bact.Sp 3761.JPG,Tomato_Bacterial_spot/e2f66625-6241-4cd5-8302-c76cdd2e463c___GCREC_Bact.Sp 3761.JPG,Tomato_Bacterial_spot,9c83bef79163e1bba588d1572f139dc3,fcb28150c7439ee5,NDG_009695,train
PV_33b0158eb82c3577,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e33fbdfb-6511-47b7-9dc2-afa294f3ba0e___UF.GRC_BS_Lab Leaf 1045.JPG,Tomato_Bacterial_spot/e33fbdfb-6511-47b7-9dc2-afa294f3ba0e___UF.GRC_BS_Lab Leaf 1045.JPG,Tomato_Bacterial_spot,33b0158eb82c35776251acface5ac849,bee7e3c9c2d03860,NDG_003197,train
PV_9983e85ef3c54adc,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e351d0c3-b7c6-4c94-9428-e350c4325a22___GCREC_Bact.Sp 3089.JPG,Tomato_Bacterial_spot/e351d0c3-b7c6-4c94-9428-e350c4325a22___GCREC_Bact.Sp 3089.JPG,Tomato_Bacterial_spot,9983e85ef3c54adc6138fe1275dff90e,feb19093c35e8079,NDG_009528,train
PV_5774cba2ab248caf,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4097ba1-9edf-4f41-9c11-6dee42bd56b4___GCREC_Bact.Sp 2999.JPG,Tomato_Bacterial_spot/e4097ba1-9edf-4f41-9c11-6dee42bd56b4___GCREC_Bact.Sp 2999.JPG,Tomato_Bacterial_spot,5774cba2ab248caf20b68c4afaec75a3,b934d702d2638de6,NDG_005439,train
PV_962a21a1ffdf98bd,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e41ca477-b751-45f7-9a19-3442349e45ef___GCREC_Bact.Sp 3254.JPG,Tomato_Bacterial_spot/e41ca477-b751-45f7-9a19-3442349e45ef___GCREC_Bact.Sp 3254.JPG,Tomato_Bacterial_spot,962a21a1ffdf98bd12d4656c2d0b5ec5,ebc5c69f941a901b,NDG_009338,train
PV_9fd2c0e8684ae4e7,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4404de4-7958-4e77-a7ed-664dd0d7f2c9___GCREC_Bact.Sp 5906.JPG,Tomato_Bacterial_spot/e4404de4-7958-4e77-a7ed-664dd0d7f2c9___GCREC_Bact.Sp 5906.JPG,Tomato_Bacterial_spot,9fd2c0e8684ae4e7be89f2a694b44365,bf30d04bc10fc76c,NDG_009906,train
PV_5f9a77f6850c1d31,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e45ae43b-3111-47af-8da4-65dc05595a7f___GCREC_Bact.Sp 5973.JPG,Tomato_Bacterial_spot/e45ae43b-3111-47af-8da4-65dc05595a7f___GCREC_Bact.Sp 5973.JPG,Tomato_Bacterial_spot,5f9a77f6850c1d31b0a6e5c40d989923,bd72903bc318cd1d,NDG_005980,train
PV_68316203dce0d831,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4be767a-e84a-4fd6-9049-ed4ff05962ac___GCREC_Bact.Sp 3678.JPG,Tomato_Bacterial_spot/e4be767a-e84a-4fd6-9049-ed4ff05962ac___GCREC_Bact.Sp 3678.JPG,Tomato_Bacterial_spot,68316203dce0d8311edfc96c9133a37f,ffa08095d88bee86,NDG_006500,train
PV_9556ad060485049b,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4dad7d3-b043-4dc9-9b41-0df12c1a6823___GCREC_Bact.Sp 5822.JPG,Tomato_Bacterial_spot/e4dad7d3-b043-4dc9-9b41-0df12c1a6823___GCREC_Bact.Sp 5822.JPG,Tomato_Bacterial_spot,9556ad060485049b61742a7ea10ea9dc,ee34c05a876a9ec5,NDG_009280,train
PV_218d01d0b152a988,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4e11751-2c64-491f-9aa3-26677932f65c___UF.GRC_BS_Lab Leaf 0636.JPG,Tomato_Bacterial_spot/e4e11751-2c64-491f-9aa3-26677932f65c___UF.GRC_BS_Lab Leaf 0636.JPG,Tomato_Bacterial_spot,218d01d0b152a988116e4862cc1ad484,cf46b139343dc1ca,NDG_002065,train
PV_af087b05b6068fd7,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4e708ea-e69e-4e5c-9e52-1f21407f7568___GCREC_Bact.Sp 3813.JPG,Tomato_Bacterial_spot/e4e708ea-e69e-4e5c-9e52-1f21407f7568___GCREC_Bact.Sp 3813.JPG,Tomato_Bacterial_spot,af087b05b6068fd77b0df0fb668a4704,f930d03bc3789d8c,NDG_010867,train
PV_2394373ce7b2978d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e4ea3383-b5fc-45b6-a583-0363f632c3be___GCREC_Bact.Sp 3094.JPG,Tomato_Bacterial_spot/e4ea3383-b5fc-45b6-a583-0363f632c3be___GCREC_Bact.Sp 3094.JPG,Tomato_Bacterial_spot,2394373ce7b2978db504ceb622e8b42a,eaa584da8e89cc9d,NDG_002194,train
PV_ac71b1ecf282d3fe,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e59a54d3-77fa-4547-8ba6-cc5ee7b0591a___GCREC_Bact.Sp 3827.JPG,Tomato_Bacterial_spot/e59a54d3-77fa-4547-8ba6-cc5ee7b0591a___GCREC_Bact.Sp 3827.JPG,Tomato_Bacterial_spot,ac71b1ecf282d3fea8c1f6619d28e682,faa18397ce18cd19,NDG_010705,train
PV_def8ac224e890634,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e65ea8c4-01ff-42ff-8666-1dc4958b37da___GCREC_Bact.Sp 5653.JPG,Tomato_Bacterial_spot/e65ea8c4-01ff-42ff-8666-1dc4958b37da___GCREC_Bact.Sp 5653.JPG,Tomato_Bacterial_spot,def8ac224e89063443e11bc2a09ca90f,ea30b66097cb9a0f,NDG_013805,train
PV_43695f53b09c93fa,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e6a975f7-b2f0-4dec-b360-c944abd984da___GCREC_Bact.Sp 3249.JPG,Tomato_Bacterial_spot/e6a975f7-b2f0-4dec-b360-c944abd984da___GCREC_Bact.Sp 3249.JPG,Tomato_Bacterial_spot,43695f53b09c93faaa1af3b6f06ad690,ffb4f090c1198b4b,NDG_004134,train
PV_92a3906ea7bd8ea0,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e6d642b7-1313-4b97-b58b-eab8a92cae64___GCREC_Bact.Sp 5694.JPG,Tomato_Bacterial_spot/e6d642b7-1313-4b97-b58b-eab8a92cae64___GCREC_Bact.Sp 5694.JPG,Tomato_Bacterial_spot,92a3906ea7bd8ea014df35d6b19389e3,f8e38393c71bc02b,NDG_009112,train
PV_3fd16b876f197f95,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e7545c08-3299-4f70-b9bb-3fb57c539f5d___UF.GRC_BS_Lab Leaf 9162.JPG,Tomato_Bacterial_spot/e7545c08-3299-4f70-b9bb-3fb57c539f5d___UF.GRC_BS_Lab Leaf 9162.JPG,Tomato_Bacterial_spot,3fd16b876f197f9521246341e34727cc,cf69289636b232ba,NDG_003934,train
PV_3d900499de066d72,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e76265f7-6ce4-4448-856e-84a4cfb94bd0___GCREC_Bact.Sp 5862.JPG,Tomato_Bacterial_spot/e76265f7-6ce4-4448-856e-84a4cfb94bd0___GCREC_Bact.Sp 5862.JPG,Tomato_Bacterial_spot,3d900499de066d724eefc659b63f9200,ed35c45a85f81e85,NDG_003791,train
PV_05a56a3a2620fb00,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e76d1b61-beb7-448d-ab33-328d3e99cbbc___GCREC_Bact.Sp 3796.JPG,Tomato_Bacterial_spot/e76d1b61-beb7-448d-ab33-328d3e99cbbc___GCREC_Bact.Sp 3796.JPG,Tomato_Bacterial_spot,05a56a3a2620fb00d01c743260e35c10,eb0d966899731b32,NDG_000345,train
PV_deafe467180904bd,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e77c7af3-35cb-496d-bc8b-34bc2344b8fc___GCREC_Bact.Sp 3545.JPG,Tomato_Bacterial_spot/e77c7af3-35cb-496d-bc8b-34bc2344b8fc___GCREC_Bact.Sp 3545.JPG,Tomato_Bacterial_spot,deafe467180904bdcb15a545602321f2,bb35c14e896b9c61,NDG_013793,train
PV_bd035bc7f52437a8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e797fd83-e984-4df6-a3a2-c19a95d19576___GCREC_Bact.Sp 3425.JPG,Tomato_Bacterial_spot/e797fd83-e984-4df6-a3a2-c19a95d19576___GCREC_Bact.Sp 3425.JPG,Tomato_Bacterial_spot,bd035bc7f52437a8bbc3450e6eb83fbd,fca087d6c358c81f,NDG_011748,train
PV_8e07716ffcfa1f25,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e7a41440-0635-43cf-8d8c-57d892f1ef10___GCREC_Bact.Sp 3399.JPG,Tomato_Bacterial_spot/e7a41440-0635-43cf-8d8c-57d892f1ef10___GCREC_Bact.Sp 3399.JPG,Tomato_Bacterial_spot,8e07716ffcfa1f2548ca49e8815c1fdd,aba5961e98789b31,NDG_008841,train
PV_7091b768b7ad3bf4,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e7c9c9ed-9e51-4056-93c7-f1ddf74f2ebc___UF.GRC_BS_Lab Leaf 0945.JPG,Tomato_Bacterial_spot/e7c9c9ed-9e51-4056-93c7-f1ddf74f2ebc___UF.GRC_BS_Lab Leaf 0945.JPG,Tomato_Bacterial_spot,7091b768b7ad3bf4463481e6820f529f,e967563cd0d08b99,NDG_007027,train
PV_27d11f493d746412,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e7ce4652-41d2-4f9a-870d-7bfe3b3c08bd___GCREC_Bact.Sp 3519.JPG,Tomato_Bacterial_spot/e7ce4652-41d2-4f9a-870d-7bfe3b3c08bd___GCREC_Bact.Sp 3519.JPG,Tomato_Bacterial_spot,27d11f493d7464129ffc82c744927df0,beb6d0c3c2e1854b,NDG_002472,train
PV_d314c4acdde7045d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e818ebcc-f37e-41c7-beae-0cb76e113a36___UF.GRC_BS_Lab Leaf 8705.JPG,Tomato_Bacterial_spot/e818ebcc-f37e-41c7-beae-0cb76e113a36___UF.GRC_BS_Lab Leaf 8705.JPG,Tomato_Bacterial_spot,d314c4acdde7045dd21943efa29e3c7a,c66d3e9e31916199,NDG_013104,train
PV_f4b72186cd34344b,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e81ad1cc-7dd3-444e-a14e-80bd8a40b835___GCREC_Bact.Sp 3627.JPG,Tomato_Bacterial_spot/e81ad1cc-7dd3-444e-a14e-80bd8a40b835___GCREC_Bact.Sp 3627.JPG,Tomato_Bacterial_spot,f4b72186cd34344b6722a3e348bfe0ec,fae0e4878e1eb05a,NDG_015256,train
PV_3b11235ad528af4d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e82d7b9f-9e5a-4d2c-9094-4b3961a062bd___GCREC_Bact.Sp 2976.JPG,Tomato_Bacterial_spot/e82d7b9f-9e5a-4d2c-9094-4b3961a062bd___GCREC_Bact.Sp 2976.JPG,Tomato_Bacterial_spot,3b11235ad528af4d2ffa1f106d1b497a,bf70d24b832cce34,NDG_003659,train
PV_927443449ebd2662,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e853c1a3-9134-47ab-a1c6-12ec9d35c0ca___GCREC_Bact.Sp 3723.JPG,Tomato_Bacterial_spot/e853c1a3-9134-47ab-a1c6-12ec9d35c0ca___GCREC_Bact.Sp 3723.JPG,Tomato_Bacterial_spot,927443449ebd2662857410045885e854,fe60a00fa569a53d,NDG_009105,train
PV_ba104c4de05fc4fe,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e863a52c-337f-4534-9510-320980cc4303___GCREC_Bact.Sp 6159.JPG,Tomato_Bacterial_spot/e863a52c-337f-4534-9510-320980cc4303___GCREC_Bact.Sp 6159.JPG,Tomato_Bacterial_spot,ba104c4de05fc4fe08d4ab99651fa8b3,aab6e17199989ccc,NDG_011557,train
PV_5f0f0ab7216863ad,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e895970c-cab7-4175-b8c1-4b62320dbbb5___GCREC_Bact.Sp 6108.JPG,Tomato_Bacterial_spot/e895970c-cab7-4175-b8c1-4b62320dbbb5___GCREC_Bact.Sp 6108.JPG,Tomato_Bacterial_spot,5f0f0ab7216863ad087b5150572b5f86,b7b2d0418d42d72f,NDG_005945,train
PV_5c98ac74ceea3663,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e8a89c70-47c0-478f-b4b3-4f4a754f879f___GCREC_Bact.Sp 3807.JPG,Tomato_Bacterial_spot/e8a89c70-47c0-478f-b4b3-4f4a754f879f___GCREC_Bact.Sp 3807.JPG,Tomato_Bacterial_spot,5c98ac74ceea3663b3371dda029af219,aea4e6d68aca981d,NDG_005765,train
PV_c155d1fcda3c0f9b,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e8b966f1-b1e8-460d-899f-73a3780a36e4___GCREC_Bact.Sp 6179.JPG,Tomato_Bacterial_spot/e8b966f1-b1e8-460d-899f-73a3780a36e4___GCREC_Bact.Sp 6179.JPG,Tomato_Bacterial_spot,c155d1fcda3c0f9b4e114f3d5e77341d,fae5819a975ac829,NDG_012031,train
PV_503a3367b604deb5,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e8e7edd6-4791-41f4-a110-41af6fb1e124___GCREC_Bact.Sp 3651.JPG,Tomato_Bacterial_spot/e8e7edd6-4791-41f4-a110-41af6fb1e124___GCREC_Bact.Sp 3651.JPG,Tomato_Bacterial_spot,503a3367b604deb579f4951bb23340a3,f8c1879e9097e01f,NDG_004950,train
PV_b18e57fd77e605dd,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e8fa0ef6-3af0-4cb1-b22b-0fe913ec014a___UF.GRC_BS_Lab Leaf 0277.JPG,Tomato_Bacterial_spot/e8fa0ef6-3af0-4cb1-b22b-0fe913ec014a___UF.GRC_BS_Lab Leaf 0277.JPG,Tomato_Bacterial_spot,b18e57fd77e605dd65d6cea303bd4c3d,adc430b3c7314ccf,NDG_011013,train
PV_ebfbeca25cff1c2f,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e928ca07-1757-4734-a146-b18176167cf9___GCREC_Bact.Sp 3709.JPG,Tomato_Bacterial_spot/e928ca07-1757-4734-a146-b18176167cf9___GCREC_Bact.Sp 3709.JPG,Tomato_Bacterial_spot,ebfbeca25cff1c2ffcaf34d373ae660c,a4dccd9bb3409f21,NDG_014676,train
PV_f6e975e2695bc1ce,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e93d0422-f01b-46bf-baf6-6ec104b7a7c4___GCREC_Bact.Sp 3663.JPG,Tomato_Bacterial_spot/e93d0422-f01b-46bf-baf6-6ec104b7a7c4___GCREC_Bact.Sp 3663.JPG,Tomato_Bacterial_spot,f6e975e2695bc1cea0e243207c123e1e,ffe090972cd881d3,NDG_015387,train
PV_47999c5e8f3e6d3d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e98d37d3-7029-4de3-bdd9-955904454850___GCREC_Bact.Sp 2993.JPG,Tomato_Bacterial_spot/e98d37d3-7029-4de3-bdd9-955904454850___GCREC_Bact.Sp 2993.JPG,Tomato_Bacterial_spot,47999c5e8f3e6d3d51d909136cea79ef,fea1c01797589ec8,NDG_004384,train
PV_84ebd79f9fba6911,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\e99d601c-2ff0-4029-84c9-74e17fae209f___GCREC_Bact.Sp 6259.JPG,Tomato_Bacterial_spot/e99d601c-2ff0-4029-84c9-74e17fae209f___GCREC_Bact.Sp 6259.JPG,Tomato_Bacterial_spot,84ebd79f9fba691194e49febb785079e,ee65d01fc26c9638,NDG_008278,train
PV_c76d0391f1f154a5,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\ea184fd1-b4aa-4121-b88b-ef833d6465d2___GCREC_Bact.Sp 6067.JPG,Tomato_Bacterial_spot/ea184fd1-b4aa-4121-b88b-ef833d6465d2___GCREC_Bact.Sp 6067.JPG,Tomato_Bacterial_spot,c76d0391f1f154a55b8f7325ada37439,ade1d4ce8a3c5998,NDG_012416,train
PV_cbf20124e243cf8f,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\ea4ddb4b-216a-4ec2-85bc-06314c7de145___GCREC_Bact.Sp 3022.JPG,Tomato_Bacterial_spot/ea4ddb4b-216a-4ec2-85bc-06314c7de145___GCREC_Bact.Sp 3022.JPG,Tomato_Bacterial_spot,cbf20124e243cf8fb831a37d22003674,eae5851e927893a3,NDG_012701,train
PV_79a6357a33e154b3,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\ea5724f3-d1ff-4a32-b679-b08bdfc9b997___GCREC_Bact.Sp 3662.JPG,Tomato_Bacterial_spot/ea5724f3-d1ff-4a32-b679-b08bdfc9b997___GCREC_Bact.Sp 3662.JPG,Tomato_Bacterial_spot,79a6357a33e154b30abc7d831ed82c62,fc69e049c7a08f74,NDG_007568,train
PV_acbf69ca8c261f10,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\ea62b5e0-7ccf-4ec5-b103-16206214caaa___GCREC_Bact.Sp 6253.JPG,Tomato_Bacterial_spot/ea62b5e0-7ccf-4ec5-b103-16206214caaa___GCREC_Bact.Sp 6253.JPG,Tomato_Bacterial_spot,acbf69ca8c261f108c58d6da61e74f0d,bcb0c3cb8d2bccc4,NDG_010730,train
PV_ea153e072df5d7b0,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\eabc7def-52d6-4383-8d81-ffbe7beedce8___GCREC_Bact.Sp 5572.JPG,Tomato_Bacterial_spot/eabc7def-52d6-4383-8d81-ffbe7beedce8___GCREC_Bact.Sp 5572.JPG,Tomato_Bacterial_spot,ea153e072df5d7b0e93c8cebd16bcbcf,aa95924ac16dde2e,NDG_014548,train
