split,external_class_name,filename,relative_path,extension,file_size_bytes,width,height,mode,detected_format,sha256,verify_pass,load_pass,valid_dimensions,integrity_status,error
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_67.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_67.jpg,.jpg,54826,667,500,RGB,JPEG,f4a0d2b8c5763d4b7b8774b9566cc74ec147001f735213053e640c7b1ff55cbe,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_68.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_68.jpg,.jpg,612922,768,768,RGB,JPEG,64a9974a6bb8ba89c8a76ce2edbb25f8e6d38063c75badf2706fa720a91fdec3,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_69.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_69.jpg,.jpg,33326,640,480,RGB,JPEG,2437e7f358c2c9311dd9f7f3a79a8ba597b4e38b28f996d5eb04c499f09a0422,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_7.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_7.jpg,.jpg,57602,300,300,RGB,JPEG,6a50d7db4690347c6ff4aab895988b40398c87190840f05645b2256a1405f0ee,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_70.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_70.jpg,.jpg,25951,300,194,RGB,JPEG,eca702692f724d1edd237c76c3a5e4c5501cd11050c25b9fff6889d5e1d7105c,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_71.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_71.jpg,.jpg,130873,590,443,RGB,JPEG,f0c1e73eb30e53a2579216e1e6fb1662d844a18eb2553a08aa642f1a39c253f7,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_72.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_72.jpg,.jpg,77888,800,600,RGB,JPEG,3b3c286eb37d49560352b7f42e6eceda5ebae668732475cddf85d92e74b77248,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_73.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_73.jpg,.jpg,63142,600,450,RGB,JPEG,5bf7255377055db576ed51466fbf39f34274c309a1c113215ae2fc208f669960,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_74.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_74.jpg,.jpg,388756,419,625,RGB,JPEG,b60d77e27972aca02347583367649b43a69bff5814e861c69a490e5e01848186,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_75.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_75.jpg,.jpg,85362,736,552,RGB,JPEG,430fd0b508350dcb3013fb773ea273b4efb6c1abca487a8a0686537c33be5e24,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_76.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_76.jpg,.jpg,103379,800,903,RGB,JPEG,bcb83e8d547c0ba6eeb62842e55a0d6fb661c8dbf0c7f1e85e56a9fd46d7d0ec,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_77.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_77.jpg,.jpg,2054102,3096,2097,RGB,JPEG,dabcc346884a68ee6fd9b0d356e3fd83e3aba2911497292807887f44714d68f8,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_78.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_78.jpg,.jpg,130259,1024,768,RGB,JPEG,c85fc518bf59ebea7be385229293f4430561df7a3991b2b146a75835cf505230,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_79.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_79.jpg,.jpg,64085,800,600,RGB,JPEG,46460cb6dfcf5d740222a6de0bffe22634579ae6e948f546a5a43500023f8942,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_8.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_8.jpg,.jpg,68483,520,320,RGB,JPEG,d8a745f74c62f6fd2bdd8f97c6c161626321099a50f4787f69c3e708f071642c,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_80.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_80.jpg,.jpg,17531,350,236,RGB,JPEG,509fcba9727f69d69bc217dbfa7e8203e67b4739b8ae836d0b1978f008d7960d,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_81.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_81.jpg,.jpg,405866,1482,1600,RGB,JPEG,167b0a6a5032756b7445dd3595817fe78495e1bb7b4afec20d96997955fe1560,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_82.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_82.jpg,.jpg,1260317,1500,1000,RGB,JPEG,c0a818969d3887573fe1aba95670582c87070140f6197508cd63eec4320d1a5f,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_83.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_83.jpg,.jpg,79682,221,384,RGB,JPEG,64c250e5e6b84952903fd3516519b7cefc9364fb009fdb2c38905da4fe47205c,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_84.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_84.jpg,.jpg,201876,1023,1024,RGB,JPEG,246e987e63742f3418af56e388bdf5d2bcb0ebdf284b51aad750886714835294,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_85.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_85.jpg,.jpg,175738,1023,1024,RGB,JPEG,6b0da82469b58b768b1a49d0bb00f710b8b90aacdafc860f3b79afa3263217e6,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_86.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_86.jpg,.jpg,14850,250,375,RGB,JPEG,2d25dc83d793494f55bd1174b7f196ea0dd8ea9a2750ff1f58ceb6ccd4ed73d8,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_87.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_87.jpg,.jpg,215749,1024,768,RGB,JPEG,ab09247c404a1b58018980ceb0cfd8b9431a4ab5d9b90ca95d6a6dc69167eab4,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_88.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_88.jpg,.jpg,17521,326,234,RGB,JPEG,ef8fbeff2c3c0638d7b16a232fcb5983851b3df4ec9a44010912089fd7211316,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_89.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_89.jpg,.jpg,21379,187,150,RGB,JPEG,612630455bbc59fd566931f32feea6b0fc4dd6e7ae86f52155d3e46c55fc840b,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_9.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_9.jpg,.jpg,2292775,2400,2791,RGB,JPEG,9840822e5069579f3b7a7608b69a77fdd8b477a9be85eb70524eff1ca7b191aa,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_90.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_90.jpg,.jpg,33867,667,500,RGB,JPEG,acf4c5d5333da69596a651ee5166d454da37d0dbcdfb63d8f5118c77bdfb070e,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_91.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_91.jpg,.jpg,54662,600,423,RGB,JPEG,8667b3ef472b6ea8054525579e3eba202c9535512aac120db2f0834c791ee811,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_92.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_92.jpg,.jpg,32849,450,210,RGB,JPEG,cf3c1bb2ed7979b619f77bd599e89205d6f307f1cecb394b938856272378b579,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_93.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_93.jpg,.jpg,127901,720,540,RGB,JPEG,c546d8005cbe9654518adcb3509ff260a52a0711c3d503fc1fd23292b153039e,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_94.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_94.jpg,.jpg,96449,638,479,RGB,JPEG,be5cc97f01849c13e763aff16bc607407956f784369ababf23443f9f5e938d04,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_95.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_95.jpg,.jpg,12584,150,150,RGB,JPEG,78065f098aabf74969a0f42fe5a5c0657857235f7f894cd1e6b33672e1e8809d,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_96.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_96.jpg,.jpg,33656,460,300,RGB,JPEG,793c8877b549c9ae1580a34f604a2d915b4f3ee7dde74d5020fca7042a35abf4,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_97.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_97.jpg,.jpg,107846,613,461,RGB,JPEG,e9464d8cb003c8e7d40288a343011041f6ea08292c64ed6f5cf7eb3eaaf8c21a,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_98.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_98.jpg,.jpg,113615,1117,827,RGB,JPEG,ebe90dbada6168b83e0e57b2f3b16af9ea97c3ccef2598f14642fab68cbef708,True,True,True,VALID,
train,Tomato_leaf_bacterial_spot,train_Tomato leaf bacterial spot_99.jpg,train\Tomato_leaf_bacterial_spot\train_Tomato leaf bacterial spot_99.jpg,.jpg,56638,499,666,RGB,JPEG,bcd349febf333b5364d94ebc60846f4969f8a2e8cdccfa2c139dd6873b5621a0,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_1.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_1.jpg,.jpg,1040616,1738,2380,RGB,JPEG,9b5dee113131e9f3b690b46e2a3e4eec551051d86c24decb4f68e57400e03f85,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_10.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_10.jpg,.jpg,36651,450,320,RGB,JPEG,fed4412559d6f193eed1b2fe45639d1d7fb7ef996dbba2723f8b40200b95c61c,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_100.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_100.jpg,.jpg,245625,814,1085,RGB,JPEG,6c87b6a1b27d85267538a304e1359b82f00db3421d58ae79e77e98806dec3ccb,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_101.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_101.jpg,.jpg,35609,500,420,RGB,JPEG,5118060f0790a20d309f5e181248777912a72453c63d18c2d5db05da9a723995,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_11.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_11.jpg,.jpg,388674,1200,1507,RGB,JPEG,6966160097c74973e47af258ad4fcd63a4790f8efeda4c2feb6de15285e761b9,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_12.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_12.jpg,.jpg,500479,1501,997,RGB,JPEG,f96cff195926f529f8e96819368cc3e0a496e438220f0a80b67a984f8de2e2b9,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_13.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_13.jpg,.jpg,24696,225,300,RGB,JPEG,8934b2adf56dea95be7e3309de048d83f13f7e148c17b7f5ccfee667303d87be,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_14.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_14.jpg,.jpg,43358,640,480,RGB,JPEG,d89d0b34579e6551c854e72a0f5b59389cffc59ee0ebee3bb98c95ce19029f64,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_15.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_15.jpg,.jpg,200928,1200,900,RGB,JPEG,839eccecbdcf2adc73893431d878de68573b1e12b13fb40ca56e5f71e30ed63b,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_16.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_16.jpg,.jpg,381933,1200,1600,RGB,JPEG,9002d48a4f1e28933902689bb9aad944121c82b94ea9492371f91f31fe1b1534,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_17.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_17.jpg,.jpg,45524,500,491,RGB,JPEG,a3258472a0d67a56458fd268f64ffa0b08164cf17cfa05cc5ae972e02a8cde68,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_18.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_18.jpg,.jpg,256611,1388,992,RGB,JPEG,c0a56dc465599772ddc4a3fa3077b521e6e67b963888a28342b99a5fbf2261e9,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_19.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_19.jpg,.jpg,112572,960,720,RGB,JPEG,c13e63b73f74512f9dddf4e5aa558d96eff7406164e5d22f0d17225027766576,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_2.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_2.jpg,.jpg,52315,800,600,RGB,JPEG,e2a5a8fa44b401240bc20e971371df722267115731d247373489258e78c54f3c,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_20.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_20.jpg,.jpg,46237,300,400,RGB,JPEG,8f4220ab82f3b8267deefc272098efbbfebc0dcbe6f1386fad7b4f698721fe10,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_21.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_21.jpg,.jpg,353837,1536,2048,RGB,JPEG,78dcc9dabb2b57e9e51c28e765e112f52a5eb3ab06623c4a67f602bd04d8756b,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_22.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_22.jpg,.jpg,120908,1600,1067,RGB,JPEG,6769df3101a893e3d17a987aa33b296e1264927efd485e81227d7ab0c4345b2b,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_23.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_23.jpg,.jpg,73659,662,444,RGB,JPEG,d2a1b4541f4c3b20eeb0e30499c75f4c9ebeb1e7a90c01b8c26472cbed2f7415,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_24.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_24.jpg,.jpg,297103,1024,768,RGB,JPEG,5c1914d9fb4714604f97b77a58c55154e6bc48a5f584187f2309b6d387e6094c,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_25.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_25.jpg,.jpg,75467,600,438,RGB,JPEG,3230695e2d8b18154ab2514dacdc3dca3249c8ef0559c255b958d3b62873e382,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_26.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_26.jpg,.jpg,295573,1200,900,RGB,JPEG,cac2ef0738add23eedf74b476e5483911d19d8035a9c076a4f92c8a8ea511362,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_27.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_27.jpg,.jpg,278140,1200,1600,RGB,JPEG,c18a445e03731ac98592c37b62dc25f211275f4a241b2a6236a9b3d8562646f2,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_28.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_28.jpg,.jpg,36524,612,529,RGB,JPEG,69494f416ce4803218604f78256ac454df38b990df9c97398f276a387e9fe99e,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_29.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_29.jpg,.jpg,43578,818,550,RGB,JPEG,c063ea0c9ad3302c45d414776d122f3f860c0b9307cfb84e03d843db7c67d4ec,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_3.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_3.jpg,.jpg,2016968,2500,1660,RGB,JPEG,13308923f530e5d174db26a36b92621f8e1df3cc4a1225bb94140afa2c0822e2,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_30.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_30.jpg,.jpg,287143,1704,2272,RGB,JPEG,4fcf9d49b5a47364965b175ad10266aebc75d32bb98e3f2f380d89c8cbd85c98,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_31.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_31.jpg,.jpg,63028,1200,421,RGB,JPEG,d07a6ae85ac6ecf494238951289024e7914aefae62f1f90ce8537d3cdc129ff2,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_32.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_32.jpg,.jpg,333544,800,600,RGB,JPEG,5f45463b3311e0d105d5870a67144dfd7018d00584a07f15db811649d2b811f9,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_33.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_33.jpg,.jpg,22812,300,336,RGB,JPEG,22e1e291eb9596eafefdfd9e8a2a754cf61097b6ea5704ff1936e7aa0be08e9d,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_34.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_34.jpg,.jpg,2036994,2964,2184,RGB,JPEG,bdbe542bd9b254a4e96aaa4fef0c134cbea83f385876dd652d4da7d009e8ba48,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_35.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_35.jpg,.jpg,553151,1470,1164,RGB,JPEG,d074496a736f41783e0eb8b05f832102dcb07e9a4718d61374cbf2cf3884cc90,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_36.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_36.jpg,.jpg,94093,640,484,RGB,JPEG,d8d94a853181a1e2d14ce6e5507a995c89778bee0db442f065f14c72d0da15bd,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_37.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_37.jpg,.jpg,324553,1200,936,RGB,JPEG,bc3c39f11fff5234ce39bd0c36613ce4546e1e75e205119b2d459f397b0a20db,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_38.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_38.jpg,.jpg,676892,1235,1051,RGB,JPEG,be9b106043b7d340ffaa915fcda01d7b1966100e3df8337a281f48df9ee80bc0,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_39.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_39.jpg,.jpg,78223,500,375,RGB,JPEG,12508fa6409708ca9905a4a32523119ae325a7c93e951f3893a01e12a7e746ef,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_4.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_4.jpg,.jpg,217295,563,285,RGB,JPEG,821928ee1b5d9b44fd0530639c9954db0e5bcd231af659ee45aa6aac104813d0,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_40.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_40.jpg,.jpg,19429,400,266,RGB,JPEG,c28b4fd36683fbf9a582188c0b5e01d4ef79706316f6a0505a0316ba8051cc91,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_41.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_41.jpg,.jpg,99289,680,440,RGB,JPEG,8521706261f62e3a32a60d55c0c0af9a3faac498a3b00b72527674758082d6bc,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_42.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_42.jpg,.jpg,148643,1024,768,RGB,JPEG,af8da915a9432b0fd85003030f9a4373cd0cca6ace3dc0dc04eb5fe5f27a2ff9,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_43.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_43.jpg,.jpg,3889531,4416,3312,RGB,JPEG,0ce156b3c208b908f8e47c549f026f509a48d70f9b4dfc891647ca703b88310e,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_44.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_44.jpg,.jpg,679483,2048,1536,RGB,JPEG,73c62c716108bb65142931eca09dbe47fee66d1b0366bae04ea455f6090df9b5,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_45.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_45.jpg,.jpg,63546,347,540,RGB,JPEG,6aa903fc900a1c830823518655c5685ca00dc204be908bad5a4fd16e7191e5e0,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_46.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_46.jpg,.jpg,533704,1200,900,RGB,JPEG,daaa8f3f6b7dc8c79aafee2832574a300f8a3b30b0263c13670067d8a87dd183,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_47.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_47.jpg,.jpg,329352,683,1024,RGB,JPEG,845e3cfb95badfa9fa06675c134833b9849915083bafff579e3b14d251938f0e,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_48.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_48.jpg,.jpg,155578,800,600,RGB,JPEG,7f67e36d10f1fc66a73b4153746e4b5aeda408230734c399eac8b383d5c8440b,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_49.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_49.jpg,.jpg,450521,1616,1145,RGB,JPEG,2821453ff5feca11667f93871ce358cfe05ab431cf0c95910a1ba527f6902632,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_5.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_5.jpg,.jpg,264012,1200,900,RGB,JPEG,35c7c59a82e0e7bce9309fa4ae258da0ab4c02fb3cdfeed7a1a8131422e4e17c,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_50.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_50.jpg,.jpg,22268,261,389,RGB,JPEG,f048eb4e88675df2b8223cc8c6185668dbaf68974e85917b9fafe9f6204ce8df,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_51.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_51.jpg,.jpg,106472,513,540,RGB,JPEG,c36fe8b9a70a7d4c9a9409f43e03d5ec948f373957ee4ba6924a6644c73546fc,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_52.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_52.jpg,.jpg,35580,500,420,RGB,JPEG,04ff0d731573d592c97f73cd2219800dcc9b4e7337c8ed90de2ec2374013a9fa,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_53.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_53.jpg,.jpg,136662,640,427,RGB,JPEG,40650f5dce684890969418712fad8b7bfa646bc14b170e746b2ed7bfe2045648,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_54.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_54.jpg,.jpg,858649,2400,1800,RGB,JPEG,a2432f3a03afc9057495bd436dfb4f3138d7bc87fdada0ccc49eadf208b40beb,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_55.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_55.jpg,.jpg,317910,1600,1200,RGB,JPEG,832994798f766962c276db708f79bb66e019e6099356a9ef278f3d5f335a993b,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_56.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_56.jpg,.jpg,857123,1412,1132,RGB,JPEG,3a120425434f28876d0cd77087454b02d97fa7c1653070998941d995b6bb7be4,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_57.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_57.jpg,.jpg,704498,1080,608,RGB,JPEG,bf46eefebb094817ad199cb5d84822f4dbd55213373185c38658adee34e8a7b3,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_58.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_58.jpg,.jpg,287131,1200,925,RGB,JPEG,a10e343751d2ff445cd22c93d92140da735ef533b10c45795ea85d4c2d67ab10,True,True,True,VALID,
train,Tomato_leaf_late_blight,train_Tomato leaf late blight_59.jpg,train\Tomato_leaf_late_blight\train_Tomato leaf late blight_59.jpg,.jpg,265042,768,521,RGB,JPEG,ce975865aef9f1e1e161f3d998eb85d8d3400dd4a1cfa963d634e352c2a4c5c2,True,True,True,VALID,
