hash,image_path,class,original_group_size
1a2b0a925e95b23baadb93e4b7497223,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\bea52a18-00de-4080-b460-4cf34c3c8688___GCREC_Bact.Sp 3499.JPG,Tomato_Bacterial_spot,1
1a2b85aa1bce0cd667c59bea2b1cd5f0,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\bce32f04-c236-45ed-b636-c92721eb5892___Keller.St_CG 1934.JPG,Tomato_Septoria_leaf_spot,1
1a2ca2664b7e88abd5d273f54fc31aea,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6b4787d4-f431-43f7-91d6-016e4ee5169f___YLCV_GCREC 2025.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1a4218b4e143514df5f113ea34c65780,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6d6547c0-a036-4be5-9163-26b3fbea00c9___YLCV_GCREC 5366.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1a42a7c7027c202245bd6201e3964c27,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\81314c2b-1def-41c8-a6b4-1cd37d1e482a___RS_HL 0175.JPG,Tomato_healthy,1
1a46a4d7aaed607bdf831e13d8a3dc9b,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\3726eff6-547d-411e-bc00-f8b533d067e3___RS_Erly.B 6494.JPG,Tomato_Early_blight,1
1a4ed1fbc3327b8a68090a8cccf17d8e,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\4c7a109a-f8ff-4fda-8a24-a57a593e19ef___UF.GRC_YLCV_Lab 02946.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1a517ef6ed5860955ec1975936229aef,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\9f47b961-a5f0-42e9-bb2d-0ef5749116f8___Com.G_TgS_FL 8381.JPG,Tomato__Target_Spot,1
1a53ed49ee595d83fd72857201400566,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\482152ac-7502-4b21-bb7e-df6515fe52df___UF.GRC_YLCV_Lab 01531.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1a56b25258968cea34723147700807d5,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\4300d507-2800-47ef-9e34-d9719fad36dd___RS_Late.B 4885.JPG,Tomato_Late_blight,1
1a5ebe59045a93f4ea94de226a50c180,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\997f68ef-5b78-40e8-a2d2-a91f304cd9c5___RS_Late.B 4944.JPG,Tomato_Late_blight,1
1a69a033f3893d568ee36d45478540f5,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\0bfd3a50-768e-4661-a134-43aaee7a1c1d___Com.G_SpM_FL 8837.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1a6bd118619a527d63ecf945f7b6baf3,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\e7ca6603-d0c1-4bad-bc53-a45cfebb156f___GH_HL Leaf 355.1.JPG,Tomato_healthy,1
1a6d99cbd93c9552431898cfe871b3dc,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\ceb81d1d-457d-441d-9c47-fae84cc618b4___JR_Sept.L.S 8426.JPG,Tomato_Septoria_leaf_spot,1
1a722cc7a2ce08f3d2bdfdcd5c44836e,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\eaa10d61-de43-4eb3-9008-07d2d436005d___Com.G_SpM_FL 9003.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1a72e111ac63eeff97f0d457d7df5b85,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cd71e099-6bee-45ab-8de3-08be107939af___RS_Late.B 5040.JPG,Tomato_Late_blight,1
1a7cd84092ffa33d8658f8dc8f3f336a,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\bdb180c9-a9f4-4528-8cf4-ea138e33436d___Com.G_TgS_FL 8030.JPG,Tomato__Target_Spot,1
1a7d7eaddf7d83b268acb133dfca1e85,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\e1bc3655-3e79-46d9-9e8b-38e600b73611___Com.G_SpM_FL 1753.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1a802f4b2834beb9b7e8327dacdac0bd,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\9c27b4ce-ee62-4251-b5c8-93b499d73811___RS_Late.B 6723.JPG,Tomato_Late_blight,1
1a810adf2ab5c746a046d1583f89a738,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\248a61d1-ed39-452b-b985-77120c1edc7a___RS_Erly.B 7669.JPG,Tomato_Early_blight,1
1a81877d71ea1f100e819019e8fe4b79,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\babed586-ddef-4d50-9e09-b5153eda0aaf___Com.G_TgS_FL 0051.JPG,Tomato__Target_Spot,1
1a87b3a49b62ef03845aa6a70d1e25a6,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\35797a1e-c933-4ae3-817f-abc07775075d___GCREC_Bact.Sp 3204.JPG,Tomato_Bacterial_spot,1
1a8c45835a6737f05cefa4fec0dc740d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\64208676-e4c1-4f27-84ba-38c7e0790320___GCREC_Bact.Sp 3779.JPG,Tomato_Bacterial_spot,1
1a911c5a470721c155d0c16a350b165d,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\7624a9cd-018d-467a-99f9-2255a27103a4___GCREC_Bact.Sp 3725.JPG,Tomato_Bacterial_spot,1
1a924f4f98c225cbb97771002e6ddfda,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2b4baa59-053b-459f-bd5f-f656e1277e5d___UF.GRC_YLCV_Lab 02520.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1a9b0723f0b43e373dc61f9d3d672952,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\b510960e-d1df-46e6-bc09-d14610011a4b___GCREC_Bact.Sp 3393.JPG,Tomato_Bacterial_spot,1
1a9d88b601a9376b6387e97e25b34dd0,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\505aa99f-6336-43e6-b9d1-4ee69c19626d___Crnl_L.Mold 6825.JPG,Tomato_Leaf_Mold,1
1a9ea04e3bef311ac8dcfcf927989e4a,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\21d6c511-c51b-4680-a6f7-6781feca8e8e___GCREC_Bact.Sp 3433.JPG,Tomato_Bacterial_spot,1
1aa5735acab396d8fd81cbd765332522,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\fb9fb5cb-e187-481c-99ea-07b11c0936bd___GCREC_Bact.Sp 3320.JPG,Tomato_Bacterial_spot,1
1aa94e8d1de9f121f75af3a72a974e83,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\85d02dcc-7d8f-4ba1-a55e-14d5e75444c5___Com.G_SpM_FL 9479.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1aaa4894ad757850a0ee11c4f2984ada,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\beda9c8f-88eb-43c7-9670-60bd8fd5c43e___RS_HL 0038.JPG,Tomato_healthy,1
1ab139ce403e9a123fcc4c562bfae3e3,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\b6fe0228-c22c-49fb-aac4-496507eb445f___UF.GRC_BS_Lab Leaf 0688.JPG,Tomato_Bacterial_spot,1
1ab18dd64e63f3ee0501608d4ead6474,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\81a7ec11-35b9-47cb-a831-d0eba07cf8ca___GCREC_Bact.Sp 6178.JPG,Tomato_Bacterial_spot,1
1ab191f894d4eb1d114afe8a6afdaa5e,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\f2f22a54-7995-4b43-83bf-5a0fba777466___RS_Late.B 5583.JPG,Tomato_Late_blight,1
1ab7cccba6cb6893eacb17663bcf61a9,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d5d97236-2cf4-4910-a0a9-b15223afbdbf___RS_Late.B 6049.JPG,Tomato_Late_blight,1
1abaece7bfead65112a065d69236ee38,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\582daccf-cd4d-4f37-bc17-7cf430a6aaba___YLCV_GCREC 2679.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1abb94895a77be765bc2d679df166ad3,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\c866865c-d239-48ff-9134-92df32fe972a___RS_HL 9791.JPG,Tomato_healthy,1
1abf9bbd499c228cf782770a16666abc,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\776610c8-77d3-4dbb-91e5-232aa475508a___UF.GRC_YLCV_Lab 01476.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1ac261d322b241ecf5efaec9e245eafb,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\c60ad129-c83a-4466-94c1-240b78bd5d12___Matt.S_CG 6500.JPG,Tomato_Septoria_leaf_spot,1
1ac60132023ebf5bc4307e5885836d45,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\a13ce2fb-5b13-4dec-a2e4-417dc3f3a817___JR_Sept.L.S 8485.JPG,Tomato_Septoria_leaf_spot,1
1ac71dd10a1e2781abfd4e859e96dd50,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\906be65e-a9f5-4ea9-bb47-4706aa2bf180___Matt.S_CG 7526.JPG,Tomato_Septoria_leaf_spot,1
1acce7b05657ac0a55d481abe89eff20,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\80ec9d60-0f20-4c02-8d63-76108e90bc14___JR_Sept.L.S 8525.JPG,Tomato_Septoria_leaf_spot,1
1ad1b8eff4c46493713689568fc28236,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\ff735d59-0023-4c97-853c-ff4083ba96d6___RS_Late.B 6263.JPG,Tomato_Late_blight,1
1ae479b1b315a1a56d4856b9ad367770,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\3b62abc2-b01e-4a47-bc67-fd677a3840fe___Com.G_SpM_FL 8787.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1ae66e73b16ae1ccffc0df4e46ba8b72,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\67310f37-d48e-4a4f-ab4b-39035a584646___Com.G_SpM_FL 8660.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1ae88827fc2997e35c3df5d1d117bf0f,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\81f185f5-2b41-4942-9e84-68886b771aa4___GCREC_Bact.Sp 3535.JPG,Tomato_Bacterial_spot,1
1aeb984bb422644a55e46b244f70545f,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\29a24215-3d90-4919-80cc-be0a0093011a___YLCV_GCREC 5244.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1af14eebdd046812f3dc0e3280fdc1a7,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\7107f26c-71de-4158-a361-068d5611d046___Crnl_L.Mold 6600.JPG,Tomato_Leaf_Mold,1
1af26e4622c144a3e417c9e5d0ab3950,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\6cd47747-65f2-491a-8fb5-4bc9a0843f67___YLCV_NREC 2438.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1af9c9c6daf18d573f1982878ee12e5f,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\fe00923d-7acb-4a3b-9104-e2d429181e5d___Crnl_L.Mold 6822.JPG,Tomato_Leaf_Mold,1
1b07af976a282949425493f0ab8b31b8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\599ab934-d68b-44ad-a922-872765d6f82f___GCREC_Bact.Sp 3152.JPG,Tomato_Bacterial_spot,1
1b08181b640a8b0c5305288d7eb34754,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\bff7702d-fae9-4865-8256-c82a7bbcdeb1___GCREC_Bact.Sp 3750.JPG,Tomato_Bacterial_spot,1
1b17dfb6338f23d53819492a960133ed,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\81e6f827-fdda-4e3d-8af8-ac0fbec4e86b___UF.GRC_YLCV_Lab 08493.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1b199513a71c490f1525dd45561ab96e,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\27e28fcf-bc3e-4c0e-96c7-a0d845064dc2___Com.G_SpM_FL 8478.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1b1b13aeb972fed0c77b1c334fca9597,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\a2169123-c972-4ac8-8475-8550c681c80d___Com.G_SpM_FL 1782.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1b1cc5afd397da9047e7327f62af9e77,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\cc5c76c0-2858-483e-8f1e-4e472116725b___RS_Late.B 5629.JPG,Tomato_Late_blight,1
1b1ff6504cdc7cdfb929fad2573823fa,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\0d12d6ee-bc90-413e-8638-e476cd8ba8ee___Keller.St_CG 1840.JPG,Tomato_Septoria_leaf_spot,1
1b2be5b83da2e26b71966e4d0957a7c8,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2cafa053-4dd6-4528-bb4f-53e4afeecefe___GCREC_Bact.Sp 2968.JPG,Tomato_Bacterial_spot,1
1b2e66cc83a9e1c259b29e7c37e49af9,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\e980207c-6e67-4caf-8973-7128ca2a1c12___GHLB2 Leaf 8876.JPG,Tomato_Late_blight,1
1b31df17204ab354c9b151bdd770b014,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\d2535dbd-7af5-4c58-9266-d43c56a6e533___Com.G_TgS_FL 0027.JPG,Tomato__Target_Spot,1
1b321db675864038b7deb4e33baf276a,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\636eb33d-ba3a-446b-8a98-993ae5c08a20___Com.G_TgS_FL 0924.JPG,Tomato__Target_Spot,1
1b3380e8481bb410272e4a3c053ac5c1,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\6b4d8881-2f22-4f92-b35f-d1686e9a3b81___Com.G_SpM_FL 1169.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1b404cd0c5c1a6132fdf779a2890e430,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\9177a9e9-dfe6-4922-9cdb-3fa5c41d5744___Com.G_TgS_FL 8414.JPG,Tomato__Target_Spot,1
1b534992b741f79f1a966dfeaaf2d7b8,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\3754ec0a-13b7-40c5-9839-b7499b6c365b___RS_Erly.B 7449.JPG,Tomato_Early_blight,1
1b548fe9eb21336769210741554b1d62,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\55bcfcce-70f4-4634-8107-0a8207da2b14___GH_HL Leaf 317.2.JPG,Tomato_healthy,1
1b55de2ba8c43d1385ad292aa5217fbe,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\4a7b8d1e-ca1e-4b87-a7bc-0a43720f66dd___Com.G_TgS_FL 9929.JPG,Tomato__Target_Spot,1
1b5bd1d8b93c70f48938479e2c21b47a,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\2db4b9d4-42fd-4c4b-b9e3-53c1187b8a04___UF.GRC_YLCV_Lab 01938.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1b5ed66ca269eb784df5ec787261d8e6,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\c94d284d-8bc7-42ac-a1d0-392f622d5d59___JR_Sept.L.S 8499.JPG,Tomato_Septoria_leaf_spot,1
1b61c725109266a4f17cb4d7b7eabcbf,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\d10a8e5b-bf53-45de-adbe-ea42f9bcb937___Com.G_TgS_FL 9910.JPG,Tomato__Target_Spot,1
1b6a11f1bccc24e551572af3053dfa99,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\e2e0a1a0-4f52-4320-ac24-69fa7f0fd033___RS_Erly.B 9596.JPG,Tomato_Early_blight,1
1b6f9637863e95bad7ee08ac8917bbba,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\918886d9-62bf-46a4-97f9-0afe76641b25___GH_HL Leaf 365.1.JPG,Tomato_healthy,1
1b71e61dc4c499f0b878bdd8d8ae5641,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\a9cc37b3-d9d6-4245-86b8-9aaffd5d0074___Com.G_TgS_FL 9841.JPG,Tomato__Target_Spot,1
1b7490bccba4fc092c1aeb4cb399d9a5,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\0ae9ff61-7285-4683-897e-a9703ead6307___YLCV_NREC 2199.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1b781c6e66f6d681eb51e2a9fe96fab7,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\3a41e6a5-87e8-4e06-b7a2-3d31adc17adb___Crnl_L.Mold 6648.JPG,Tomato_Leaf_Mold,1
1b7b34c3af5d5284825c0b403fa7b288,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\d11994f7-7c51-41b1-8225-c628e0e15885___GHLB2 Leaf 8683.JPG,Tomato_Late_blight,1
1b7eff9a534286a477b1f87cd5a82f20,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\3e51f746-2ed2-4eb4-96e7-f6717ec068fd___RS_HL 0122.JPG,Tomato_healthy,1
1b7f31e5923f98324e23a01835cfa8b4,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\14857e6b-ab80-4b54-86ce-d110f48d93c1___YLCV_GCREC 5203.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1b81ee1c4e2ade4bc4d52b78b37c4fed,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\617d8604-4b86-4154-99c2-2910429596f8___YLCV_NREC 0109.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1b85d0d429669432cbcb13e17cfc7d9e,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\df64e1d3-7700-423e-983e-2b082ff4a36b___GHLB2 Leaf 9099.JPG,Tomato_Late_blight,1
1b8692de3702b267c90366d0a96ed4b5,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\223cb57a-b9b7-4c9a-b03e-701a8548ff4d___GH_HL Leaf 248.JPG,Tomato_healthy,1
1b9097a7664140e29bd8db6e20b3939c,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\a5ae43ce-cfd3-4106-80e0-46c96f201b7c___Com.G_SpM_FL 1264.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1b9688e1728c2c91100d4a7bab21f624,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\dbfb2b8b-eb80-46e6-bfd0-cb03eaa2210b___Matt.S_CG 7660.JPG,Tomato_Septoria_leaf_spot,1
1b9a2379beaed4c141ca508c17fb4ef2,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\942627c0-ec98-4b60-8e2e-520166b51d5e___UF.GRC_BS_Lab Leaf 0492.JPG,Tomato_Bacterial_spot,1
1ba70d4124509de9c92fd62e2204147d,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\b6714886-142d-44dd-9fda-f9481bb28fcb___RS_HL 9978.JPG,Tomato_healthy,1
1bb129c999e45929b9c3be0f27c2bd56,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\aacea726-d5bc-4764-92a9-afe05263a498___Crnl_L.Mold 7009.JPG,Tomato_Leaf_Mold,1
1bb240a773231ab1680d22b435514534,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\b9e0a7ff-7055-4184-a8bd-ff4321dc8dee___Com.G_TgS_FL 7866.JPG,Tomato__Target_Spot,1
1bb6b76dd1330791a56c064d3efa255e,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\b343103b-7e46-4935-9ce9-33907cb1ea1f___Com.G_SpM_FL 1348.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1bb90b94517647f3266566b3e3510138,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\900034b9-3cd5-4456-b75b-39e645e25a43___Com.G_SpM_FL 8751.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1bbba8d9faf13b22d3f26e1c8050293c,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\b070b4e5-934e-4dc3-baf0-3f9419eecb86___GCREC_Bact.Sp 5648.JPG,Tomato_Bacterial_spot,1
1bbc64f7ab537fcb64cefe1e309902e3,D:\Tomato_Disease_Research\plantvillage\Tomato_Leaf_Mold\ebe5c5c5-7e29-4aa7-bc0b-f895b5bc3d20___Crnl_L.Mold 6676.JPG,Tomato_Leaf_Mold,1
1bbee0a9c6f03d185afd9e13bcd23923,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\4a0b5c52-3bd4-4f31-836d-5bf512587a3e___Matt.S_CG 6300.JPG,Tomato_Septoria_leaf_spot,1
1bc8db813691449ba09c2299d5e5ba23,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\b28716e5-d883-4e52-a8cd-514b38be258a___RS_Late.B 6349.JPG,Tomato_Late_blight,1
1bcdc2e65bf2ad61c5c2389d440a8592,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\c09f9b09-e43d-46bd-96d7-bb1162b4bb52___RS_HL 9644.JPG,Tomato_healthy,1
1bcdd71e2f095e7363b7a791ecbbda9f,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\694af91d-fa2c-4bdd-a1b4-0ebacc3a2cca___Matt.S_CG 1588.JPG,Tomato_Septoria_leaf_spot,1
1bcf09608765e1aea05a9de014b26637,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\0d1d305a-e4d1-4037-b0bd-1276c5200488___Matt.S_CG 1542.JPG,Tomato_Septoria_leaf_spot,1
1bd4966fdc90ef091e2a0cbf7b257ee6,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\96a7aed7-5548-4977-92a9-10cc2282e84a___RS_HL 0204.JPG,Tomato_healthy,1
1bd9c9ebab855c418277bfc54086aeb2,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\7beb814a-9589-4d25-be33-bec83d4b3d82___YLCV_GCREC 2701.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1bda1890226358d24027c6508fa722de,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\8c464337-c544-4984-af5e-5f9ce7e1f6a8___YLCV_GCREC 2282.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1bded64499762af87ba3aaea5bfca70c,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\09b3387c-2054-4155-813a-ce66c3116286___YLCV_NREC 2916.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1beb0364cf940d9e5f5e8b2061a4452b,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\9ed81c17-da8d-453d-8277-b5babd50e74d___Com.G_SpM_FL 1273.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1beb6370bdf12cd889cfdafa5b62a61d,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\5576cac9-71e4-4ec3-96bd-9b5cfa94fef4___GH_HL Leaf 267.JPG,Tomato_healthy,1
1beb9118ed3ff06f307836d5007092d3,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\9029b453-c7c1-4c80-9033-72b650866290___GHLB2 Leaf 160.1.JPG,Tomato_Late_blight,1
1bed95584bd6f6431cc03616d4e7b612,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\9d12ad8a-e252-48bc-bbeb-a198c1c9049b___Matt.S_CG 6367.JPG,Tomato_Septoria_leaf_spot,1
1bedfeab0fa7caf3ac9158393c7e1878,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\7933a69e-7e62-47c4-8c92-08e12752402d___YLCV_GCREC 2092.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1bf9b55f64b8fd5a316726eb8898a283,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\b13c290b-1113-44a9-967b-5c1eeb280a42___Com.G_TgS_FL 8053.JPG,Tomato__Target_Spot,1
1c0456244d4f3a5a0da3448a36ec6134,D:\Tomato_Disease_Research\plantvillage\Tomato__Tomato_YellowLeaf__Curl_Virus\5e4b6dcd-69ce-4aba-b8ee-fd63df524d3f___UF.GRC_YLCV_Lab 02622.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,1
1c08787dc39850afb4ba678543174d6e,D:\Tomato_Disease_Research\plantvillage\Tomato_Spider_mites_Two_spotted_spider_mite\1ff30221-d082-4dd3-ab7b-0028ecf897db___Com.G_SpM_FL 9608.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,1
1c092295261ff6a5dbc6fe31016153dd,D:\Tomato_Disease_Research\plantvillage\Tomato_Septoria_leaf_spot\827aa549-0e8b-46d1-b7b2-101ceaab0c03___Keller.St_CG 1919.JPG,Tomato_Septoria_leaf_spot,1
1c098bc9d7d3a78b91535830c26a12a1,D:\Tomato_Disease_Research\plantvillage\Tomato__Target_Spot\e20383b7-7f4c-4fb4-bcab-9db5df104d8b___Com.G_TgS_FL 9911.JPG,Tomato__Target_Spot,1
1c107872db81fdbcb4469fa952605191,D:\Tomato_Disease_Research\plantvillage\Tomato_Early_blight\1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B 9460.JPG,Tomato_Early_blight,1
1c1846d35810001ab470c787a2535ae8,D:\Tomato_Disease_Research\plantvillage\Tomato_Late_blight\6395653e-67bb-45ae-97cb-9adf19a9ae62___GHLB_PS Leaf 16 Day 8.jpg,Tomato_Late_blight,1
1c1b7332752db10484802a6bb6f14518,D:\Tomato_Disease_Research\plantvillage\Tomato_healthy\2c741e7d-d03b-4903-8e42-1e43f5ad7286___RS_HL 0131.JPG,Tomato_healthy,1
1c209f2570c178e7e3df984ca0ebfd47,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\5532512c-66c7-4abf-b192-741b104c39bc___GCREC_Bact.Sp 3542.JPG,Tomato_Bacterial_spot,1
